,Name,Attribute Vector,Percentiles
158,Issa Kaboré,"[0.08, 0.07, 0.71, 0.0, 0.07, 0.14, 2.84, 48.75, 77.7, 4.57, 3.47, 1.81, 3.16, 11.2, 2.92, 0.95, 0.95, 1.66, 0.24]","[77, 76, 58, 11, 33, 52, 81, 34, 55, 73, 90, 94, 94, 99, 91, 45, 27, 32, 6]"
159,Pavel Kadeřábek,"[0.05, 0.07, 0.43, 0.05, 0.09, 0.17, 2.05, 47.73, 69.6, 3.3, 1.62, 0.16, 2.11, 6.16, 1.41, 0.76, 0.65, 2.0, 2.49]","[64, 75, 31, 42, 54, 59, 52, 29, 14, 32, 30, 3, 81, 81, 17, 24, 4, 50, 99]"
160,Gedeon Kalulu,"[0.0, 0.02, 0.37, 0.15, 0.06, 0.08, 1.51, 50.76, 80.1, 3.91, 2.14, 0.78, 1.48, 3.03, 2.36, 1.03, 1.18, 2.92, 1.03]","[20, 24, 24, 80, 24, 20, 21, 43, 69, 56, 52, 59, 58, 23, 71, 56, 53, 88, 60]"
161,Justin-Noël Kalumba,"[0.0, 0.02, 0.33, 0.0, 0.02, 0.03, 1.32, 27.03, 79.9, 1.65, 1.48, 1.65, 0.99, 5.11, 1.48, 0.66, 0.66, 0.82, 0.0]","[20, 16, 20, 11, 1, 1, 11, 1, 67, 1, 24, 92, 35, 68, 21, 15, 5, 1, 1]"
162,Waren Kamanzi,"[0.0, 0.04, 0.27, 0.0, 0.04, 0.07, 1.49, 48.45, 85.5, 2.98, 2.98, 1.35, 0.95, 3.79, 2.17, 1.08, 1.08, 1.22, 0.41]","[20, 48, 12, 11, 12, 15, 21, 33, 92, 22, 83, 88, 32, 39, 62, 60, 42, 12, 12]"
163,Rick Karsdorp,"[0.0, 0.03, 0.18, 0.0, 0.15, 0.17, 2.37, 47.14, 77.2, 2.74, 1.91, 0.27, 1.55, 4.74, 2.1, 0.73, 0.09, 1.37, 0.64]","[20, 31, 7, 11, 79, 61, 69, 27, 50, 14, 43, 10, 61, 61, 58, 21, 1, 17, 30]"
164,Grigoris Kastanos,"[0.14, 0.13, 2.1, 0.07, 0.04, 0.18, 2.52, 43.46, 74.1, 3.99, 1.89, 0.91, 1.75, 4.13, 2.73, 0.56, 1.4, 0.56, 1.61]","[91, 94, 99, 49, 13, 61, 75, 18, 30, 59, 43, 69, 69, 48, 87, 9, 76, 1, 87]"
165,Jonjoe Kenny,"[0.0, 0.01, 0.24, 0.04, 0.08, 0.1, 1.76, 48.41, 72.8, 3.93, 1.2, 0.48, 0.48, 2.37, 1.84, 1.84, 1.52, 2.97, 1.0]","[20, 9, 9, 30, 46, 28, 35, 33, 24, 57, 16, 33, 6, 14, 43, 97, 87, 89, 59]"
166,Ansgar Knauff,"[0.06, 0.08, 1.25, 0.11, 0.12, 0.2, 1.77, 46.45, 66.1, 2.68, 3.25, 1.71, 2.85, 4.73, 2.56, 1.2, 1.25, 1.54, 0.57]","[65, 80, 90, 66, 70, 70, 36, 26, 7, 13, 86, 93, 92, 61, 83, 71, 60, 26, 25]"
167,Kenny Lala,"[0.0, 0.03, 0.76, 0.13, 0.13, 0.15, 2.54, 55.51, 75.5, 3.87, 1.52, 0.76, 0.51, 1.91, 2.29, 1.33, 0.95, 1.78, 0.51]","[20, 30, 63, 72, 74, 54, 76, 62, 41, 54, 26, 58, 8, 5, 68, 81, 27, 38, 19]"
168,Darko Lazović,"[0.16, 0.14, 1.73, 0.2, 0.26, 0.4, 2.69, 33.56, 61.8, 3.25, 2.89, 0.76, 2.69, 6.7, 0.96, 0.64, 0.56, 0.76, 0.24]","[93, 96, 99, 89, 97, 98, 79, 1, 1, 30, 80, 58, 90, 84, 2, 14, 2, 1, 6]"
169,Jordan Lotomba,"[0.0, 0.03, 0.48, 0.07, 0.03, 0.07, 2.02, 51.81, 83.8, 3.89, 3.01, 1.39, 0.73, 3.63, 2.38, 1.17, 1.39, 1.94, 0.92]","[20, 37, 38, 50, 7, 14, 51, 47, 84, 55, 83, 89, 16, 34, 74, 67, 74, 46, 52]"
170,José Luis Gayà,"[0.03, 0.04, 0.73, 0.1, 0.18, 0.22, 3.12, 57.61, 74.0, 4.12, 2.46, 0.83, 1.63, 6.64, 2.66, 0.76, 0.93, 1.59, 0.8]","[46, 43, 61, 62, 90, 77, 88, 69, 29, 63, 67, 64, 62, 84, 86, 26, 25, 28, 42]"
171,Charalambos Lykogiannis,"[0.16, 0.07, 1.54, 0.0, 0.12, 0.19, 2.36, 59.38, 70.9, 4.87, 2.6, 0.32, 0.41, 3.82, 1.3, 1.22, 0.73, 2.44, 1.46]","[93, 72, 97, 11, 71, 67, 69, 76, 15, 80, 70, 17, 4, 39, 13, 72, 7, 74, 81]"
172,Deiver Machado,"[0.16, 0.05, 0.74, 0.12, 0.12, 0.17, 1.73, 36.06, 82.2, 2.23, 2.43, 0.7, 1.24, 5.4, 1.85, 0.87, 0.87, 1.11, 0.62]","[93, 56, 62, 71, 65, 59, 31, 4, 78, 5, 65, 53, 44, 72, 43, 36, 19, 8, 27]"
173,Pablo Maffeo,"[0.06, 0.05, 0.64, 0.12, 0.09, 0.15, 1.88, 36.94, 67.1, 1.85, 2.03, 1.06, 1.69, 4.05, 2.27, 0.79, 1.15, 2.3, 1.42]","[68, 60, 49, 69, 53, 53, 41, 6, 9, 2, 47, 76, 66, 43, 67, 28, 49, 65, 79]"
174,Ainsley Maitland-Niles,"[0.0, 0.0, 0.06, 0.0, 0.04, 0.04, 1.54, 45.61, 79.2, 3.65, 0.96, 1.09, 0.45, 2.24, 2.88, 1.41, 1.79, 2.88, 0.96]","[20, 1, 1, 11, 16, 4, 21, 24, 64, 45, 7, 78, 6, 10, 90, 83, 96, 87, 56]"
175,Tyrell Malacia,"[0.0, 0.03, 0.44, 0.0, 0.06, 0.09, 1.97, 56.68, 87.3, 4.11, 1.75, 0.61, 1.53, 2.8, 3.02, 1.44, 1.09, 2.49, 0.48]","[20, 33, 32, 11, 26, 26, 47, 66, 95, 62, 36, 46, 60, 19, 93, 85, 42, 76, 18]"
176,Hugo Mallo,"[0.0, 0.06, 0.79, 0.04, 0.11, 0.16, 2.08, 59.38, 76.7, 3.87, 1.12, 0.21, 2.12, 4.49, 2.21, 1.0, 1.17, 3.04, 2.16]","[20, 66, 65, 33, 61, 57, 54, 75, 45, 53, 12, 6, 81, 57, 63, 53, 50, 91, 96]"
177,Reinildo Mandava,"[0.0, 0.02, 0.34, 0.0, 0.02, 0.04, 1.06, 55.11, 86.7, 3.95, 1.52, 0.34, 0.76, 2.24, 2.93, 1.33, 1.33, 2.51, 1.48]","[20, 14, 21, 11, 3, 3, 4, 60, 93, 57, 26, 18, 18, 10, 91, 80, 68, 77, 81]"
178,Óscar de Marcos,"[0.03, 0.01, 0.13, 0.19, 0.11, 0.13, 2.39, 61.68, 77.6, 6.51, 2.43, 0.38, 1.09, 4.88, 2.14, 0.93, 1.34, 1.88, 0.8]","[45, 11, 4, 87, 62, 43, 70, 81, 54, 93, 64, 22, 41, 64, 60, 43, 70, 42, 43]"
179,Aarón Martín,"[0.24, 0.07, 0.88, 0.15, 0.14, 0.2, 2.87, 50.09, 74.0, 4.19, 1.22, 0.49, 0.68, 2.97, 2.05, 0.73, 1.07, 1.51, 0.05]","[99, 73, 70, 79, 75, 73, 82, 40, 29, 64, 16, 33, 13, 22, 50, 21, 39, 26, 1]"
180,Arnau Martinez,"[0.1, 0.06, 0.66, 0.13, 0.14, 0.21, 2.47, 52.68, 81.5, 3.72, 2.11, 0.79, 1.75, 3.23, 2.27, 0.82, 1.45, 1.78, 1.05]","[84, 71, 53, 74, 78, 74, 74, 53, 75, 49, 51, 61, 68, 28, 67, 31, 81, 38, 62]"
181,Adam Marušić,"[0.0, 0.02, 0.52, 0.06, 0.05, 0.07, 1.31, 60.4, 86.3, 3.78, 1.25, 0.35, 0.58, 1.57, 1.37, 1.1, 0.61, 2.09, 0.87]","[20, 26, 41, 44, 21, 16, 11, 77, 93, 51, 18, 19, 9, 4, 15, 61, 2, 54, 47]"
182,Henning Matriciani,"[0.0, 0.01, 0.14, 0.0, 0.01, 0.01, 1.01, 42.66, 72.3, 2.46, 1.01, 0.29, 0.29, 0.48, 2.08, 1.11, 1.35, 2.75, 1.55]","[20, 5, 4, 11, 1, 1, 3, 15, 22, 8, 10, 12, 3, 1, 55, 62, 70, 82, 84]"
183,Philipp Max,"[0.0, 0.06, 0.89, 0.07, 0.13, 0.19, 2.76, 56.74, 76.5, 4.32, 2.16, 0.22, 1.49, 5.44, 1.49, 0.67, 1.12, 1.57, 0.6]","[20, 66, 72, 51, 75, 67, 79, 66, 45, 68, 53, 7, 59, 74, 21, 15, 44, 27, 27]"
184,Noussair Mazraoui,"[0.06, 0.08, 0.74, 0.25, 0.12, 0.21, 2.7, 72.33, 84.6, 7.24, 3.25, 1.47, 2.39, 6.5, 2.58, 0.8, 0.98, 2.21, 1.53]","[68, 80, 61, 93, 71, 74, 79, 92, 89, 98, 87, 89, 84, 83, 84, 29, 29, 60, 84]"
185,Pasquale Mazzocchi,"[0.09, 0.06, 0.83, 0.14, 0.12, 0.18, 2.9, 43.62, 74.0, 2.76, 3.22, 2.67, 1.65, 4.69, 1.47, 0.46, 0.46, 1.7, 0.55]","[81, 67, 67, 76, 70, 63, 84, 18, 29, 14, 85, 99, 64, 60, 20, 3, 1, 34, 22]"
186,Farid El Melali,"[0.0, 0.12, 1.23, 0.0, 0.02, 0.15, 1.34, 31.49, 69.5, 2.68, 4.69, 2.9, 2.46, 6.03, 2.34, 0.89, 1.79, 0.78, 0.22]","[20, 92, 89, 11, 2, 53, 12, 1, 14, 13, 98, 99, 86, 80, 71, 39, 95, 1, 4]"
187,Birger Meling,"[0.0, 0.01, 0.27, 0.05, 0.07, 0.08, 1.31, 58.19, 84.2, 6.31, 2.5, 0.33, 1.41, 5.22, 2.12, 1.63, 1.47, 1.63, 0.98]","[20, 7, 12, 42, 28, 18, 10, 71, 87, 92, 68, 17, 54, 70, 59, 94, 82, 31, 57]"
188,Houboulang Mendes,"[0.0, 0.0, 0.1, 0.1, 0.03, 0.03, 0.91, 34.03, 71.3, 1.83, 1.83, 0.91, 0.1, 3.05, 1.93, 0.71, 1.22, 2.34, 0.1]","[20, 1, 2, 62, 5, 1, 1, 2, 17, 2, 40, 69, 1, 24, 47, 20, 57, 69, 1]"
189,Nuno Mendes,"[0.09, 0.05, 0.5, 0.27, 0.15, 0.21, 2.49, 52.18, 82.9, 3.8, 2.94, 1.72, 3.35, 10.15, 2.54, 0.82, 1.45, 1.13, 0.54]","[80, 60, 39, 96, 82, 74, 74, 50, 80, 52, 82, 94, 96, 98, 80, 29, 80, 10, 21]"
190,Antoine Mendy,"[0.0, 0.05, 1.39, 0.17, 0.07, 0.12, 2.95, 56.47, 80.6, 3.65, 0.35, 0.52, 1.56, 6.43, 3.82, 0.35, 1.04, 2.78, 1.22]","[20, 58, 93, 84, 31, 40, 85, 64, 71, 46, 1, 35, 61, 83, 99, 1, 37, 83, 73]"
191,Ferland Mendy,"[0.0, 0.02, 0.11, 0.05, 0.05, 0.06, 1.86, 61.8, 92.9, 4.13, 1.59, 1.11, 0.42, 4.45, 1.27, 0.9, 0.42, 1.06, 0.42]","[20, 15, 3, 41, 19, 12, 40, 82, 99, 64, 29, 78, 4, 56, 12, 40, 1, 6, 14]"
192,Gideon Mensah,"[0.0, 0.0, 0.2, 0.0, 0.08, 0.08, 1.99, 57.97, 77.3, 4.62, 2.23, 1.03, 0.36, 4.38, 3.18, 1.51, 1.31, 1.63, 0.84]","[20, 2, 8, 11, 40, 22, 49, 69, 51, 74, 57, 74, 3, 54, 96, 89, 66, 31, 45]"
193,Quentin Merlin,"[0.04, 0.04, 0.71, 0.08, 0.18, 0.22, 3.01, 59.16, 73.3, 4.94, 1.97, 1.0, 0.75, 4.31, 1.55, 1.26, 1.21, 1.51, 0.67]","[57, 45, 58, 55, 89, 78, 86, 74, 27, 81, 44, 72, 17, 52, 26, 74, 57, 25, 33]"
194,Thomas Meunier,"[0.0, 0.03, 0.58, 0.1, 0.13, 0.16, 2.59, 66.66, 75.5, 3.94, 2.31, 0.58, 1.54, 6.92, 2.79, 1.44, 1.25, 2.5, 0.86]","[20, 31, 45, 60, 75, 58, 76, 89, 41, 57, 60, 41, 61, 86, 87, 85, 59, 76, 47]"
195,Óscar Mingueza,"[0.0, 0.03, 0.35, 0.0, 0.1, 0.13, 1.68, 63.64, 79.4, 4.84, 1.68, 0.98, 1.19, 2.8, 2.59, 0.84, 0.7, 1.75, 0.56]","[20, 31, 22, 11, 57, 43, 26, 85, 64, 79, 31, 71, 44, 20, 84, 33, 7, 36, 24]"
196,Juan Miranda,"[0.13, 0.12, 1.12, 0.22, 0.17, 0.29, 2.19, 52.18, 71.9, 4.03, 1.88, 0.58, 2.06, 5.64, 1.52, 0.98, 1.16, 3.36, 1.21]","[90, 91, 84, 91, 85, 93, 60, 51, 21, 60, 42, 42, 78, 76, 24, 50, 50, 97, 71]"
197,Tyrick Mitchell,"[0.0, 0.02, 0.19, 0.06, 0.04, 0.06, 1.03, 50.03, 71.7, 3.3, 0.72, 0.53, 1.09, 2.8, 2.21, 1.31, 1.49, 2.43, 0.78]","[20, 19, 8, 46, 9, 6, 3, 39, 20, 33, 2, 35, 41, 20, 64, 79, 85, 73, 40]"
198,Maximilian Mittelstädt,"[0.0, 0.03, 0.64, 0.0, 0.08, 0.12, 2.44, 50.04, 69.1, 3.92, 3.07, 2.01, 0.85, 3.07, 4.13, 2.76, 1.38, 2.86, 1.06]","[20, 35, 49, 11, 47, 38, 72, 39, 12, 56, 84, 96, 24, 25, 99, 99, 72, 86, 62]"
199,Tobias Mohr,"[0.0, 0.06, 1.29, 0.32, 0.17, 0.24, 3.11, 54.28, 60.9, 3.0, 2.15, 0.43, 1.39, 4.18, 0.86, 0.86, 1.5, 2.04, 0.86]","[20, 71, 92, 98, 86, 84, 88, 58, 1, 24, 52, 27, 54, 48, 1, 35, 86, 52, 46]"
200,Johan Mojica,"[0.0, 0.02, 0.49, 0.0, 0.12, 0.13, 1.58, 56.55, 77.7, 2.76, 4.05, 0.99, 1.28, 4.84, 1.88, 0.79, 1.09, 1.88, 1.09]","[20, 21, 39, 11, 69, 44, 23, 64, 55, 14, 97, 72, 48, 63, 44, 28, 42, 41, 65]"
201,Johan Mojica,"[0.0, 0.02, 0.49, 0.0, 0.12, 0.13, 1.58, 56.55, 77.7, 2.76, 4.05, 0.99, 1.28, 4.84, 1.88, 0.79, 1.09, 1.88, 1.09]","[20, 21, 39, 11, 69, 44, 23, 64, 55, 14, 97, 72, 48, 63, 44, 28, 42, 41, 65]"
202,Nahuel Molina,"[0.11, 0.08, 0.65, 0.05, 0.13, 0.2, 2.86, 61.93, 74.9, 3.64, 2.29, 0.62, 1.46, 8.31, 2.05, 0.51, 1.08, 1.81, 0.65]","[87, 78, 51, 41, 74, 71, 82, 82, 36, 45, 60, 47, 57, 95, 52, 6, 42, 40, 31]"
203,Gonzalo Montiel,"[0.04, 0.04, 0.44, 0.13, 0.11, 0.14, 2.19, 50.51, 76.9, 3.63, 1.84, 0.57, 1.66, 5.16, 1.53, 1.27, 1.36, 2.41, 0.7]","[57, 47, 32, 74, 59, 53, 59, 43, 47, 45, 40, 39, 65, 69, 25, 75, 71, 71, 36]"
204,Martín Montoya,"[0.0, 0.0, 0.2, 0.0, 0.14, 0.14, 1.39, 48.48, 77.9, 3.18, 1.19, 0.4, 0.99, 2.38, 2.58, 1.79, 1.19, 2.78, 1.59]","[20, 1, 8, 11, 76, 51, 14, 34, 56, 29, 15, 23, 35, 14, 84, 97, 54, 83, 87]"
205,Alberto Moreno,"[0.0, 0.06, 1.04, 0.07, 0.1, 0.16, 1.94, 50.69, 82.9, 3.26, 2.85, 0.42, 1.94, 6.74, 1.6, 1.6, 0.83, 1.81, 0.83]","[20, 70, 81, 49, 56, 56, 47, 43, 80, 30, 79, 26, 75, 84, 29, 92, 15, 40, 45]"
206,Álex Moreno,"[0.0, 0.06, 0.85, 0.2, 0.15, 0.21, 1.8, 48.62, 76.8, 2.78, 3.8, 1.28, 2.65, 6.58, 1.83, 0.82, 1.21, 2.58, 0.62]","[20, 70, 69, 88, 79, 75, 38, 34, 46, 15, 96, 85, 89, 83, 42, 30, 56, 79, 28]"
207,Álex Moreno,"[0.0, 0.06, 0.85, 0.2, 0.15, 0.21, 1.8, 48.62, 76.8, 2.78, 3.8, 1.28, 2.65, 6.58, 1.83, 0.82, 1.21, 2.58, 0.62]","[20, 70, 69, 88, 79, 75, 38, 34, 46, 15, 96, 85, 89, 83, 42, 30, 56, 79, 28]"
208,Diego Moreno,"[0.0, 0.06, 0.71, 0.0, 0.03, 0.08, 0.99, 45.71, 66.7, 1.97, 1.27, 0.42, 0.99, 2.68, 0.56, 0.71, 0.99, 2.96, 0.71]","[20, 60, 58, 11, 4, 23, 2, 24, 8, 3, 18, 26, 35, 18, 1, 19, 30, 89, 36]"
209,João Moutinho,"[0.0, 0.03, 0.62, 0.09, 0.1, 0.13, 3.0, 66.29, 74.6, 5.02, 1.94, 0.71, 1.32, 5.29, 1.67, 0.71, 0.88, 1.41, 1.94]","[22, 35, 53, 54, 57, 49, 87, 91, 46, 83, 52, 50, 59, 79, 30, 8, 23, 8, 91]"
210,Nordi Mukiele,"[0.0, 0.07, 0.79, 0.22, 0.15, 0.22, 1.44, 52.07, 86.0, 1.95, 1.51, 0.43, 2.52, 5.19, 2.31, 1.08, 1.8, 1.3, 1.66]","[20, 76, 66, 90, 80, 81, 20, 49, 92, 3, 25, 27, 86, 69, 69, 60, 97, 14, 88]"
211,Aihen Muñoz,"[0.0, 0.01, 0.29, 0.05, 0.04, 0.05, 1.76, 51.97, 76.0, 2.78, 2.1, 1.02, 0.44, 4.24, 2.1, 0.44, 1.32, 1.95, 1.07]","[20, 5, 16, 38, 14, 5, 34, 49, 43, 15, 50, 73, 5, 50, 57, 2, 67, 47, 64]"
212,Vitaliy Mykolenko,"[0.0, 0.02, 0.34, 0.0, 0.04, 0.06, 1.56, 43.8, 74.8, 3.39, 1.05, 0.37, 0.88, 2.44, 1.97, 1.56, 1.69, 3.36, 0.85]","[20, 16, 20, 11, 12, 10, 22, 19, 35, 37, 11, 21, 26, 16, 48, 90, 95, 97, 46]"
213,Joakim Mæhle,"[0.12, 0.12, 1.06, 0.12, 0.12, 0.24, 3.3, 59.28, 81.6, 5.58, 3.3, 0.73, 2.36, 7.58, 1.3, 0.98, 1.18, 1.06, 0.16]","[89, 92, 82, 70, 68, 88, 93, 75, 76, 88, 88, 55, 84, 90, 13, 48, 53, 6, 2]"
214,Nacho,"[0.04, 0.03, 0.43, 0.04, 0.04, 0.08, 1.78, 64.91, 91.5, 3.86, 1.04, 0.52, 0.91, 1.69, 1.43, 1.52, 0.69, 2.3, 1.86]","[57, 41, 31, 34, 13, 18, 37, 86, 99, 53, 10, 35, 28, 5, 17, 89, 6, 65, 93]"
215,Nikolas Nartey,"[0.0, 0.06, 0.76, 0.0, 0.06, 0.11, 1.71, 53.66, 79.8, 4.19, 1.33, 0.76, 0.76, 3.81, 2.09, 0.76, 1.71, 2.28, 1.71]","[20, 61, 62, 11, 24, 38, 30, 56, 67, 64, 20, 58, 18, 39, 56, 25, 95, 65, 90]"
216,Jesús Navas,"[0.0, 0.01, 0.37, 0.03, 0.11, 0.12, 2.61, 60.05, 74.6, 4.82, 2.15, 0.4, 1.31, 9.11, 1.03, 0.93, 0.87, 2.08, 0.56]","[20, 10, 26, 24, 62, 43, 77, 77, 33, 78, 53, 24, 49, 97, 3, 44, 20, 54, 23]"
217,Papa Ndiaga Yade,"[0.0, 0.11, 1.58, 0.32, 0.21, 0.3, 3.17, 54.98, 72.0, 2.54, 4.6, 0.95, 1.74, 7.13, 1.58, 1.27, 1.58, 1.58, 0.79]","[20, 90, 97, 98, 95, 93, 89, 59, 21, 10, 98, 69, 68, 87, 28, 75, 90, 28, 42]"
218,Luca Netz,"[0.13, 0.13, 0.51, 0.38, 0.15, 0.28, 1.92, 44.62, 80.2, 1.54, 1.54, 1.28, 1.41, 4.1, 3.21, 0.77, 0.64, 3.46, 1.03]","[89, 93, 40, 99, 81, 92, 45, 21, 69, 1, 27, 86, 54, 47, 96, 26, 3, 97, 60]"
219,Rasmus Nissen,"[0.14, 0.04, 0.6, 0.05, 0.05, 0.09, 1.61, 47.94, 70.9, 4.09, 0.69, 0.32, 1.06, 3.21, 2.85, 1.61, 1.47, 2.8, 1.56]","[91, 43, 46, 36, 16, 25, 23, 31, 15, 61, 1, 16, 40, 27, 89, 93, 82, 83, 86]"
220,Lucas Olaza,"[0.0, 0.02, 0.3, 0.06, 0.06, 0.08, 1.75, 48.01, 76.0, 3.98, 0.72, 0.24, 0.66, 5.42, 1.45, 0.84, 1.2, 2.05, 1.63]","[20, 27, 17, 45, 26, 22, 33, 32, 43, 58, 3, 8, 12, 73, 19, 33, 54, 52, 88]"
221,Brian Oliván,"[0.04, 0.02, 0.56, 0.26, 0.16, 0.18, 1.99, 41.42, 62.2, 3.0, 1.8, 0.15, 1.35, 5.21, 1.76, 0.82, 0.97, 2.51, 0.64]","[52, 25, 44, 95, 84, 65, 49, 14, 2, 23, 40, 2, 52, 69, 38, 31, 29, 77, 30]"
222,Lucas Oliveira Rosa,"[0.0, 0.04, 0.58, 0.1, 0.1, 0.14, 1.84, 42.24, 72.1, 2.13, 2.32, 0.87, 0.97, 5.9, 3.77, 1.45, 1.16, 2.32, 1.45]","[20, 46, 45, 60, 56, 48, 39, 15, 22, 4, 60, 67, 34, 78, 99, 85, 49, 67, 81]"
223,Mathías Olivera,"[0.08, 0.05, 0.54, 0.17, 0.12, 0.17, 2.46, 74.1, 86.1, 4.76, 2.96, 0.46, 2.17, 3.46, 2.29, 1.13, 1.38, 1.67, 1.75]","[78, 59, 42, 83, 67, 61, 73, 94, 92, 77, 82, 32, 81, 31, 69, 63, 72, 33, 91]"
224,Jordi Osei-Tutu,"[0.0, 0.08, 1.44, 0.0, 0.02, 0.1, 1.92, 26.07, 69.1, 2.28, 3.0, 1.2, 2.52, 4.69, 2.76, 1.2, 1.44, 0.96, 0.72]","[20, 82, 94, 11, 4, 28, 45, 1, 12, 6, 83, 83, 86, 60, 87, 71, 80, 3, 38]"
225,Paulo Otávio,"[0.0, 0.04, 0.84, 0.22, 0.12, 0.15, 1.72, 52.12, 73.9, 4.32, 1.81, 0.97, 1.28, 3.7, 3.17, 1.32, 1.85, 3.09, 1.19]","[20, 42, 68, 90, 69, 55, 31, 50, 29, 67, 40, 71, 47, 37, 95, 80, 98, 93, 71]"
226,Thomas Ouwejan,"[0.0, 0.01, 0.5, 0.1, 0.12, 0.14, 2.89, 50.13, 58.6, 4.09, 1.4, 0.1, 0.9, 2.09, 1.99, 1.3, 1.69, 2.69, 0.4]","[20, 6, 39, 62, 70, 51, 83, 40, 1, 61, 22, 1, 28, 8, 48, 76, 94, 82, 12]"
227,Emerson Palmieri,"[0.07, 0.05, 0.75, 0.0, 0.06, 0.12, 1.98, 49.7, 78.5, 3.07, 2.59, 0.41, 1.7, 3.89, 1.77, 1.02, 1.16, 2.45, 1.23]","[72, 60, 62, 11, 27, 38, 48, 37, 61, 25, 70, 25, 67, 40, 39, 54, 49, 75, 73]"
228,Fabiano Parisi,"[0.06, 0.06, 0.67, 0.0, 0.06, 0.12, 1.97, 52.35, 76.7, 4.9, 3.24, 2.04, 0.83, 2.16, 2.07, 1.3, 1.62, 2.89, 0.95]","[70, 62, 55, 11, 27, 40, 48, 52, 45, 80, 85, 97, 21, 8, 54, 78, 91, 88, 56]"
229,Nathan Patterson,"[0.0, 0.04, 0.56, 0.0, 0.03, 0.06, 1.41, 45.67, 75.2, 1.69, 1.13, 0.77, 1.34, 3.59, 3.45, 1.06, 1.69, 3.17, 0.7]","[20, 41, 44, 11, 4, 11, 15, 24, 38, 1, 13, 59, 52, 33, 98, 57, 94, 94, 36]"
230,Mads Pedersen,"[0.0, 0.02, 0.44, 0.0, 0.04, 0.06, 2.11, 34.08, 68.0, 2.25, 1.71, 0.83, 0.64, 2.5, 2.15, 0.98, 1.57, 2.01, 0.34]","[20, 20, 33, 11, 15, 12, 55, 2, 11, 5, 33, 64, 11, 17, 61, 49, 89, 50, 9]"
231,Alfonso Pedraza,"[0.0, 0.07, 1.43, 0.17, 0.11, 0.18, 2.15, 45.85, 77.0, 1.71, 3.75, 1.16, 2.59, 7.99, 1.93, 0.99, 1.05, 1.71, 0.66]","[20, 72, 94, 82, 61, 61, 57, 25, 48, 2, 95, 81, 88, 93, 47, 51, 38, 35, 33]"
232,Luca Pellegrini,"[0.0, 0.07, 1.92, 0.0, 0.12, 0.18, 3.26, 68.8, 70.7, 3.93, 2.88, 1.63, 1.06, 5.09, 2.01, 1.63, 1.44, 1.92, 1.06]","[20, 72, 99, 11, 65, 65, 91, 90, 15, 57, 80, 92, 40, 67, 49, 94, 80, 45, 62]"
233,Luca Pellegrini,"[0.0, 0.07, 1.92, 0.0, 0.12, 0.18, 3.26, 68.8, 70.7, 3.93, 2.88, 1.63, 1.06, 5.09, 2.01, 1.63, 1.44, 1.92, 1.06]","[20, 72, 99, 11, 65, 65, 91, 90, 15, 57, 80, 92, 40, 67, 49, 94, 80, 45, 62]"
234,Rubén Peña,"[0.0, 0.08, 0.85, 0.07, 0.07, 0.16, 1.48, 43.7, 69.7, 4.3, 2.26, 1.34, 1.48, 4.16, 2.26, 1.2, 1.62, 2.18, 0.99]","[20, 82, 68, 49, 32, 55, 20, 19, 14, 67, 59, 88, 59, 48, 66, 71, 91, 59, 57]"
235,Ricardo Pereira,"[0.2, 0.02, 0.4, 0.2, 0.12, 0.14, 2.97, 63.83, 78.3, 5.35, 0.99, 0.99, 0.79, 2.78, 2.18, 0.79, 1.59, 3.96, 0.99]","[97, 21, 28, 89, 69, 51, 86, 85, 60, 84, 9, 72, 19, 19, 62, 28, 90, 99, 57]"
236,Roberto Pereyra,"[0.16, 0.12, 1.31, 0.22, 0.18, 0.3, 3.32, 40.76, 81.3, 4.56, 2.11, 1.24, 3.26, 5.94, 1.15, 0.51, 0.64, 0.89, 0.1]","[92, 92, 93, 91, 88, 94, 93, 12, 73, 73, 50, 84, 95, 78, 6, 6, 3, 2, 1]"
237,Luis Pérez,"[0.0, 0.01, 0.3, 0.07, 0.07, 0.07, 1.93, 42.59, 76.0, 3.12, 1.78, 0.59, 0.3, 6.23, 3.26, 1.19, 0.96, 2.15, 0.52]","[20, 3, 16, 51, 30, 17, 46, 15, 43, 26, 38, 44, 3, 82, 96, 69, 29, 58, 20]"
238,Ivan Perišić,"[0.03, 0.09, 1.04, 0.37, 0.25, 0.35, 3.22, 47.18, 64.2, 2.79, 3.63, 0.87, 3.49, 7.69, 2.05, 0.87, 1.24, 2.25, 1.44]","[47, 86, 81, 99, 96, 95, 91, 28, 4, 16, 93, 67, 97, 90, 51, 37, 59, 63, 81]"
239,Romain Perraud,"[0.1, 0.06, 1.47, 0.1, 0.09, 0.16, 1.86, 43.41, 70.4, 3.04, 1.62, 0.49, 1.91, 5.98, 2.65, 0.98, 1.18, 2.06, 0.69]","[84, 71, 95, 61, 55, 56, 40, 17, 14, 24, 29, 34, 74, 79, 85, 50, 52, 53, 35]"
240,Giuseppe Pezzella,"[0.0, 0.01, 0.39, 0.1, 0.06, 0.07, 1.67, 52.35, 78.5, 6.37, 2.75, 0.69, 1.08, 4.71, 2.06, 0.78, 1.08, 3.04, 1.08]","[20, 5, 28, 61, 25, 15, 25, 52, 61, 93, 77, 52, 41, 61, 52, 28, 41, 91, 65]"
