,Name,Attribute Vector,Percentiles
75,Carlos Clerc,"[0.0, 0.02, 0.31, 0.03, 0.07, 0.09, 1.4, 47.64, 74.4, 3.65, 1.74, 0.89, 0.85, 3.1, 2.56, 0.95, 0.99, 3.21, 0.68]","[20, 22, 17, 26, 33, 26, 15, 29, 31, 46, 34, 67, 24, 26, 82, 46, 31, 95, 34]"
76,Nathaniel Clyne,"[0.0, 0.0, 0.0, 0.0, 0.04, 0.04, 0.99, 45.66, 78.6, 2.85, 0.77, 0.27, 0.16, 1.59, 1.48, 1.04, 1.21, 1.87, 0.33]","[20, 1, 1, 11, 10, 2, 2, 24, 62, 16, 4, 10, 1, 4, 21, 57, 55, 41, 8]"
77,Séamus Coleman,"[0.05, 0.02, 0.38, 0.0, 0.05, 0.07, 1.14, 42.88, 75.7, 3.32, 0.71, 0.87, 1.14, 2.01, 1.9, 1.2, 0.76, 3.15, 0.98]","[64, 23, 26, 11, 19, 13, 5, 16, 42, 33, 2, 67, 43, 7, 44, 70, 9, 94, 57]"
78,Abdu Conté,"[0.07, 0.04, 0.27, 0.14, 0.14, 0.18, 1.64, 51.6, 78.4, 3.83, 2.19, 0.14, 1.3, 6.23, 1.71, 0.41, 0.89, 1.71, 1.1]","[72, 48, 13, 76, 76, 62, 25, 47, 60, 53, 54, 2, 48, 82, 34, 1, 22, 35, 65]"
79,Sébastien Corchia,"[0.0, 0.02, 0.55, 0.08, 0.07, 0.09, 2.12, 41.07, 68.0, 2.83, 2.28, 0.24, 0.87, 6.53, 1.73, 1.65, 1.1, 2.52, 1.42]","[20, 26, 43, 53, 32, 24, 55, 12, 11, 16, 59, 7, 26, 83, 35, 95, 43, 77, 79]"
80,Thierry Correia,"[0.0, 0.01, 0.27, 0.0, 0.05, 0.06, 1.93, 61.06, 76.8, 4.66, 2.69, 0.58, 1.03, 5.47, 3.18, 1.08, 1.12, 2.42, 1.08]","[20, 12, 12, 11, 20, 11, 46, 79, 46, 74, 76, 43, 38, 74, 95, 58, 45, 72, 64]"
81,Danny da Costa,"[0.0, 0.04, 0.51, 0.15, 0.07, 0.11, 2.33, 44.2, 61.3, 4.51, 2.33, 0.8, 1.75, 5.39, 1.46, 0.66, 1.6, 1.89, 1.31]","[20, 42, 40, 79, 34, 35, 67, 20, 1, 72, 61, 62, 69, 72, 20, 15, 91, 43, 76]"
82,Jaume Costa,"[0.0, 0.03, 0.38, 0.03, 0.09, 0.12, 2.01, 40.34, 73.3, 2.56, 2.08, 0.35, 1.28, 4.26, 1.73, 0.76, 0.45, 1.52, 1.04]","[20, 41, 27, 26, 48, 40, 50, 10, 27, 11, 48, 19, 47, 50, 35, 25, 1, 26, 61]"
83,Vladimír Coufal,"[0.0, 0.01, 0.25, 0.04, 0.11, 0.11, 2.19, 49.47, 62.2, 3.46, 2.23, 0.13, 0.88, 4.59, 2.44, 1.6, 1.01, 2.95, 1.69]","[20, 11, 11, 34, 59, 37, 60, 36, 2, 39, 58, 2, 27, 59, 78, 93, 35, 89, 90]"
84,Yan Couto,"[0.08, 0.04, 0.62, 0.16, 0.19, 0.23, 3.5, 46.48, 74.2, 4.27, 4.35, 2.18, 1.55, 6.92, 1.94, 0.39, 0.54, 0.78, 0.08]","[76, 47, 48, 80, 92, 82, 95, 26, 31, 66, 97, 98, 61, 86, 47, 1, 2, 1, 1]"
85,Nicolas Cozza,"[0.13, 0.09, 0.46, 0.07, 0.05, 0.14, 1.24, 41.57, 72.6, 3.4, 1.44, 0.33, 1.24, 2.35, 2.68, 1.37, 0.92, 2.29, 1.44]","[90, 84, 35, 48, 22, 50, 9, 14, 24, 37, 23, 17, 45, 13, 86, 83, 23, 65, 80]"
86,Nicolas Cozza,"[0.13, 0.09, 0.46, 0.07, 0.05, 0.14, 1.24, 41.57, 72.6, 3.4, 1.44, 0.33, 1.24, 2.35, 2.68, 1.37, 0.92, 2.29, 1.44]","[90, 84, 35, 48, 22, 50, 9, 14, 24, 37, 23, 17, 45, 13, 86, 83, 23, 65, 80]"
87,Aaron Cresswell,"[0.0, 0.01, 0.36, 0.04, 0.15, 0.16, 2.94, 58.31, 77.8, 5.84, 1.41, 0.08, 0.52, 3.3, 0.85, 1.09, 0.85, 2.26, 1.13]","[20, 9, 24, 31, 80, 57, 85, 71, 56, 89, 22, 1, 9, 29, 1, 60, 16, 63, 67]"
88,Juan Cruz Armada,"[0.0, 0.01, 0.09, 0.0, 0.04, 0.06, 1.7, 42.99, 75.7, 2.97, 0.65, 0.26, 0.17, 2.4, 1.05, 0.57, 0.92, 2.53, 0.79]","[20, 5, 1, 11, 14, 7, 28, 16, 42, 21, 1, 10, 2, 15, 4, 10, 23, 78, 41]"
89,Juan Cuadrado,"[0.03, 0.06, 1.28, 0.12, 0.16, 0.22, 3.16, 57.47, 84.0, 3.77, 2.23, 1.25, 2.06, 5.43, 2.21, 1.13, 0.73, 1.34, 0.46]","[42, 64, 91, 67, 85, 79, 89, 68, 85, 50, 58, 84, 79, 74, 63, 64, 7, 16, 17]"
90,Marc Cucurella,"[0.0, 0.03, 0.35, 0.09, 0.04, 0.07, 1.55, 71.61, 84.2, 4.4, 1.55, 0.26, 0.73, 3.71, 3.37, 1.04, 1.6, 2.37, 0.99]","[20, 33, 21, 56, 11, 16, 22, 92, 87, 70, 27, 9, 16, 38, 97, 56, 91, 70, 57]"
91,Braian Cufré,"[0.07, 0.07, 1.16, 0.07, 0.2, 0.26, 1.88, 47.75, 78.3, 2.89, 1.45, 1.16, 1.37, 5.57, 2.03, 0.8, 1.45, 1.74, 0.29]","[79, 76, 87, 49, 93, 93, 38, 33, 68, 15, 28, 84, 62, 82, 55, 15, 85, 25, 2]"
92,Colin Dagba,"[0.0, 0.04, 0.47, 0.0, 0.08, 0.1, 2.16, 46.6, 80.8, 2.91, 2.44, 1.03, 1.88, 4.51, 3.01, 1.6, 1.69, 1.79, 0.28]","[20, 45, 36, 11, 36, 33, 57, 27, 72, 18, 66, 73, 74, 58, 93, 92, 94, 39, 7]"
93,Diogo Dalot,"[0.06, 0.09, 0.78, 0.06, 0.1, 0.18, 2.4, 61.35, 80.8, 4.44, 2.11, 0.84, 1.72, 3.7, 2.34, 1.49, 1.1, 1.95, 1.49]","[71, 83, 64, 48, 57, 67, 71, 80, 72, 71, 51, 65, 67, 35, 71, 87, 43, 47, 82]"
94,Alphonso Davies,"[0.03, 0.07, 0.82, 0.2, 0.15, 0.23, 3.71, 67.02, 87.4, 5.14, 5.07, 3.17, 3.68, 7.25, 2.28, 1.09, 1.46, 1.23, 0.2]","[48, 78, 67, 89, 81, 83, 95, 89, 96, 82, 98, 99, 98, 88, 68, 60, 81, 12, 4]"
95,Mattia De Sciglio,"[0.0, 0.01, 0.42, 0.0, 0.04, 0.06, 1.55, 51.51, 79.6, 4.08, 1.55, 0.28, 0.56, 5.0, 1.27, 0.42, 0.77, 1.69, 0.7]","[20, 13, 30, 11, 13, 7, 21, 46, 66, 61, 27, 11, 9, 65, 12, 1, 10, 34, 36]"
96,Lorenzo De Silvestri,"[0.13, 0.08, 0.67, 0.0, 0.03, 0.12, 1.47, 57.59, 76.7, 4.15, 2.41, 0.27, 0.94, 2.28, 0.4, 0.4, 0.8, 2.68, 1.88]","[90, 81, 55, 11, 4, 39, 20, 69, 45, 64, 64, 10, 31, 12, 1, 1, 13, 81, 93]"
97,Thibault De Smet,"[0.0, 0.0, 0.0, 0.05, 0.07, 0.07, 1.48, 57.49, 78.2, 4.56, 2.0, 0.26, 0.26, 4.56, 1.23, 1.02, 1.43, 2.05, 1.59]","[20, 1, 1, 40, 29, 15, 20, 68, 59, 72, 45, 9, 2, 58, 9, 54, 78, 52, 87]"
98,Thomas Delaine,"[0.0, 0.03, 0.51, 0.17, 0.12, 0.15, 1.94, 45.21, 66.3, 1.77, 3.2, 1.01, 1.68, 7.75, 2.36, 1.35, 0.67, 0.76, 0.93]","[20, 39, 40, 83, 68, 54, 47, 22, 7, 2, 85, 72, 66, 91, 71, 82, 5, 1, 53]"
99,Fabio Depaoli,"[0.08, 0.07, 0.82, 0.08, 0.06, 0.14, 1.91, 30.4, 65.9, 2.96, 1.17, 0.55, 1.48, 3.2, 2.07, 0.74, 1.29, 1.44, 0.94]","[77, 77, 67, 53, 27, 49, 44, 1, 7, 20, 14, 37, 59, 26, 53, 22, 64, 21, 54]"
100,Fabio Depaoli,"[0.08, 0.07, 0.82, 0.08, 0.06, 0.14, 1.91, 30.4, 65.9, 2.96, 1.17, 0.55, 1.48, 3.2, 2.07, 0.74, 1.29, 1.44, 0.94]","[77, 77, 67, 53, 27, 49, 44, 1, 7, 20, 14, 37, 59, 26, 53, 22, 64, 21, 54]"
101,Mikkel Desler,"[0.04, 0.03, 0.44, 0.08, 0.08, 0.11, 1.95, 62.72, 84.9, 5.42, 2.35, 1.08, 1.32, 5.06, 2.83, 1.44, 1.4, 1.91, 0.92]","[54, 36, 33, 53, 36, 34, 47, 84, 91, 85, 62, 78, 50, 66, 88, 84, 74, 45, 51]"
102,Sergiño Dest,"[0.0, 0.1, 0.69, 0.0, 0.09, 0.19, 2.42, 49.85, 80.9, 3.46, 2.42, 1.38, 1.04, 2.6, 2.77, 0.87, 0.69, 0.35, 0.69]","[20, 88, 57, 11, 48, 69, 72, 38, 72, 39, 64, 89, 39, 18, 87, 36, 6, 1, 35]"
103,Giovanni Di Lorenzo,"[0.11, 0.08, 0.96, 0.13, 0.16, 0.24, 3.04, 71.17, 84.4, 6.8, 2.32, 0.43, 2.82, 4.84, 1.69, 0.91, 0.85, 1.78, 1.19]","[87, 81, 74, 73, 84, 88, 87, 91, 88, 95, 60, 27, 91, 63, 33, 40, 17, 39, 71]"
104,Bafodé Diakité,"[0.1, 0.06, 0.64, 0.0, 0.02, 0.08, 1.22, 65.95, 88.9, 6.07, 1.46, 0.64, 1.32, 2.27, 1.83, 0.58, 1.26, 1.97, 1.39]","[86, 64, 51, 11, 3, 20, 9, 88, 98, 91, 24, 49, 51, 12, 41, 11, 60, 48, 78]"
105,Ismael Diallo,"[0.0, 0.01, 0.12, 0.0, 0.02, 0.03, 0.7, 44.59, 74.6, 2.9, 1.49, 0.58, 0.12, 1.49, 1.9, 1.24, 1.08, 1.9, 1.08]","[20, 10, 3, 11, 4, 1, 1, 21, 33, 18, 25, 41, 1, 3, 45, 73, 40, 44, 64]"
106,Moussa Diarra,"[0.0, 0.01, 0.07, 0.07, 0.05, 0.07, 1.18, 47.46, 83.1, 3.67, 1.54, 0.66, 0.59, 3.16, 1.47, 1.4, 1.84, 1.98, 1.18]","[20, 13, 1, 51, 22, 14, 7, 28, 81, 47, 27, 50, 10, 26, 20, 83, 97, 49, 70]"
107,Lucas Digne,"[0.06, 0.02, 0.48, 0.0, 0.11, 0.14, 1.74, 55.55, 75.1, 3.42, 1.74, 0.18, 1.44, 5.33, 1.8, 1.08, 1.08, 2.7, 1.56]","[67, 26, 39, 11, 64, 50, 32, 62, 38, 38, 34, 3, 56, 71, 40, 59, 41, 82, 85]"
108,Federico Dimarco,"[0.13, 0.14, 2.0, 0.26, 0.32, 0.46, 4.25, 53.29, 72.3, 3.93, 2.22, 0.29, 2.8, 7.98, 1.29, 0.9, 0.8, 1.25, 0.23]","[89, 96, 99, 94, 98, 99, 98, 55, 22, 56, 57, 12, 91, 92, 13, 39, 13, 13, 5]"
109,Junior Dina Ebimbe,"[0.21, 0.26, 1.94, 0.07, 0.1, 0.36, 1.45, 42.51, 73.5, 3.87, 3.11, 1.24, 2.9, 3.73, 2.63, 0.83, 1.24, 1.66, 1.73]","[97, 99, 99, 49, 56, 97, 20, 15, 27, 54, 84, 84, 93, 38, 84, 31, 59, 32, 90]"
110,Moussa Djenepo,"[0.0, 0.03, 0.38, 0.25, 0.06, 0.09, 2.15, 30.93, 73.4, 2.41, 3.42, 2.41, 2.03, 4.94, 2.41, 1.39, 2.41, 0.89, 0.38]","[20, 30, 26, 93, 27, 25, 57, 1, 27, 8, 90, 99, 77, 65, 76, 83, 99, 2, 11]"
111,Dodô,"[0.04, 0.03, 0.42, 0.12, 0.08, 0.11, 2.51, 58.07, 81.3, 5.44, 2.78, 1.31, 0.93, 4.02, 1.54, 0.97, 1.0, 1.43, 0.73]","[52, 31, 30, 67, 47, 36, 75, 70, 73, 85, 78, 86, 29, 42, 26, 47, 33, 20, 38]"
112,Matt Doherty,"[0.12, 0.11, 1.66, 0.0, 0.04, 0.14, 2.37, 53.46, 80.5, 2.84, 2.13, 0.59, 3.55, 7.45, 2.01, 1.18, 1.77, 1.77, 2.6]","[88, 89, 98, 11, 8, 52, 69, 55, 70, 16, 52, 43, 98, 88, 49, 68, 95, 38, 99]"
113,Matt Doherty,"[0.12, 0.11, 1.66, 0.0, 0.04, 0.14, 2.37, 53.46, 80.5, 2.84, 2.13, 0.59, 3.55, 7.45, 2.01, 1.18, 1.77, 1.77, 2.6]","[88, 89, 98, 11, 8, 52, 69, 55, 70, 16, 52, 43, 98, 88, 49, 68, 95, 38, 99]"
114,Josh Doig,"[0.13, 0.12, 1.2, 0.2, 0.08, 0.2, 2.33, 35.49, 67.4, 1.79, 2.73, 1.53, 1.79, 4.05, 1.26, 0.73, 1.66, 0.86, 1.06]","[90, 91, 86, 89, 41, 70, 67, 3, 10, 2, 77, 91, 71, 43, 11, 22, 93, 2, 63]"
115,Souleyman Doumbia,"[0.0, 0.05, 0.35, 0.0, 0.08, 0.13, 1.61, 47.87, 80.0, 2.92, 2.61, 1.36, 1.01, 4.78, 2.26, 1.36, 1.01, 1.36, 0.91]","[20, 57, 22, 11, 42, 45, 24, 30, 67, 19, 71, 88, 36, 61, 66, 83, 33, 17, 50]"
116,Cody Drameh,"[0.0, 0.03, 0.42, 0.14, 0.15, 0.18, 3.62, 48.79, 67.3, 4.39, 2.09, 1.25, 1.39, 5.22, 3.48, 1.18, 2.02, 2.71, 1.11]","[22, 37, 23, 78, 88, 77, 95, 37, 8, 65, 59, 89, 64, 78, 97, 53, 99, 79, 57]"
117,Denzel Dumfries,"[0.06, 0.16, 1.28, 0.12, 0.15, 0.31, 2.49, 39.21, 72.0, 2.15, 2.41, 0.75, 3.74, 6.73, 1.28, 0.58, 1.36, 1.31, 1.94]","[66, 98, 91, 67, 81, 94, 74, 8, 21, 5, 64, 57, 99, 84, 12, 11, 72, 15, 94]"
118,Jean-Kevin Duverne,"[0.0, 0.01, 0.18, 0.0, 0.03, 0.04, 1.72, 52.96, 71.6, 5.33, 2.86, 0.93, 0.64, 4.8, 2.58, 1.0, 1.18, 2.33, 1.18]","[20, 13, 7, 11, 5, 3, 30, 54, 19, 84, 80, 69, 12, 62, 84, 53, 53, 67, 70]"
119,Tyronne Ebuehi,"[0.09, 0.15, 0.89, 0.19, 0.09, 0.23, 1.36, 41.23, 78.1, 1.92, 1.45, 0.51, 1.31, 1.97, 1.03, 0.56, 1.08, 3.7, 0.89]","[82, 96, 71, 86, 51, 84, 12, 13, 57, 3, 23, 35, 50, 6, 3, 9, 40, 99, 48]"
120,Kingsley Ehizibue,"[0.11, 0.11, 0.79, 0.0, 0.05, 0.17, 1.8, 33.21, 72.5, 2.37, 1.69, 0.79, 1.75, 4.06, 2.65, 0.68, 1.24, 2.42, 0.9]","[88, 90, 65, 11, 21, 60, 39, 1, 23, 8, 32, 60, 69, 44, 86, 16, 58, 73, 50]"
121,Kingsley Ehizibue,"[0.11, 0.11, 0.79, 0.0, 0.05, 0.17, 1.8, 33.21, 72.5, 2.37, 1.69, 0.79, 1.75, 4.06, 2.65, 0.68, 1.24, 2.42, 0.9]","[88, 90, 65, 11, 21, 60, 39, 1, 23, 8, 32, 60, 69, 44, 86, 16, 58, 73, 50]"
122,Aritz Elustondo,"[0.05, 0.07, 0.66, 0.05, 0.05, 0.12, 0.8, 58.04, 82.6, 4.04, 1.6, 0.33, 0.94, 1.17, 1.64, 1.13, 0.94, 2.3, 1.55]","[61, 75, 53, 38, 22, 41, 1, 69, 79, 61, 29, 17, 31, 1, 31, 63, 27, 66, 85]"
123,Emerson,"[0.08, 0.09, 0.99, 0.04, 0.04, 0.13, 1.7, 54.6, 79.3, 4.11, 2.45, 0.67, 2.49, 5.41, 2.84, 0.83, 0.83, 3.48, 1.46]","[78, 83, 78, 29, 11, 43, 28, 58, 64, 62, 66, 50, 86, 72, 88, 32, 15, 98, 81]"
124,Sergio Escudero,"[0.06, 0.09, 1.69, 0.0, 0.11, 0.21, 2.19, 46.47, 71.1, 2.5, 1.06, 0.44, 1.0, 2.31, 2.06, 1.63, 1.63, 2.88, 1.5]","[69, 85, 98, 11, 64, 73, 59, 26, 16, 9, 11, 28, 36, 12, 53, 94, 92, 87, 83]"
125,Alfonso Espino,"[0.0, 0.04, 0.58, 0.12, 0.12, 0.16, 2.02, 44.45, 64.1, 3.08, 1.53, 0.72, 0.95, 3.72, 2.51, 1.38, 1.5, 2.85, 0.95]","[20, 51, 45, 66, 71, 58, 51, 20, 4, 26, 26, 54, 33, 38, 79, 83, 85, 85, 55]"
126,Pervis Estupiñán,"[0.03, 0.06, 0.98, 0.17, 0.18, 0.24, 2.93, 64.8, 81.8, 5.28, 3.06, 0.64, 2.39, 6.16, 2.05, 1.24, 1.01, 1.24, 1.21]","[47, 62, 76, 83, 89, 87, 84, 86, 77, 84, 84, 48, 84, 81, 52, 74, 34, 13, 73]"
127,Noah Fadiga,"[0.07, 0.05, 0.76, 0.0, 0.01, 0.06, 1.03, 43.0, 79.8, 4.33, 2.96, 1.24, 1.31, 2.48, 2.06, 1.79, 1.17, 1.24, 0.55]","[72, 55, 62, 11, 1, 6, 3, 17, 67, 68, 82, 83, 49, 17, 53, 97, 50, 13, 22]"
128,Davide Faraoni,"[0.12, 0.16, 1.21, 0.18, 0.06, 0.22, 1.7, 35.88, 66.6, 3.27, 0.67, 0.42, 1.64, 2.0, 2.06, 0.91, 1.82, 2.24, 0.85]","[88, 98, 88, 85, 26, 81, 27, 4, 8, 31, 1, 26, 63, 7, 53, 40, 97, 61, 46]"
129,Kiko Femenía,"[0.0, 0.01, 0.16, 0.0, 0.06, 0.06, 1.91, 61.8, 85.7, 5.24, 2.86, 0.48, 0.64, 3.73, 1.43, 1.59, 1.19, 1.75, 0.71]","[20, 3, 5, 11, 24, 6, 44, 82, 92, 83, 79, 32, 10, 38, 17, 92, 54, 36, 37]"
130,Junior Firpo,"[0.07, 0.01, 0.13, 0.07, 0.05, 0.06, 1.38, 40.86, 73.1, 3.55, 1.32, 0.39, 0.86, 2.24, 3.09, 1.58, 1.51, 2.63, 1.12]","[72, 3, 4, 49, 22, 8, 13, 12, 26, 43, 19, 23, 25, 10, 94, 91, 86, 81, 66]"
131,Kilian Fischer,"[0.0, 0.05, 0.54, 0.0, 0.07, 0.13, 1.26, 48.94, 81.7, 4.12, 1.08, 0.54, 1.26, 3.76, 1.61, 0.9, 1.08, 3.23, 0.36]","[20, 59, 42, 11, 33, 43, 10, 35, 76, 63, 11, 35, 45, 39, 31, 39, 40, 95, 10]"
132,Thomas Foket,"[0.0, 0.0, 0.09, 0.05, 0.13, 0.13, 1.78, 57.25, 80.4, 4.28, 2.55, 0.41, 1.59, 7.01, 1.59, 1.5, 0.96, 1.32, 0.55]","[20, 2, 2, 36, 74, 45, 37, 67, 70, 67, 69, 26, 62, 87, 29, 88, 28, 15, 22]"
133,Dimitri Foulquier,"[0.0, 0.01, 0.16, 0.1, 0.09, 0.09, 1.5, 48.26, 71.1, 3.62, 2.64, 0.98, 1.04, 4.35, 1.61, 0.73, 0.98, 2.07, 0.93]","[20, 6, 5, 63, 50, 26, 21, 33, 16, 44, 72, 72, 39, 53, 29, 21, 30, 53, 53]"
134,Juan Foyth,"[0.05, 0.05, 0.64, 0.0, 0.07, 0.12, 1.33, 58.65, 87.5, 4.6, 2.16, 1.24, 0.97, 0.83, 3.36, 0.92, 1.47, 3.13, 1.65]","[59, 57, 50, 11, 35, 42, 12, 73, 96, 73, 53, 84, 34, 1, 96, 42, 83, 94, 88]"
135,Przemysław Frankowski,"[0.06, 0.06, 0.89, 0.1, 0.22, 0.27, 3.91, 58.07, 74.6, 4.19, 1.62, 0.41, 1.81, 7.53, 2.45, 1.3, 1.21, 1.33, 0.38]","[69, 62, 71, 60, 95, 91, 97, 70, 33, 65, 30, 26, 72, 89, 78, 77, 55, 16, 11]"
136,Ryan Fredericks,"[0.0, 0.0, 0.0, 0.0, 0.02, 0.02, 0.84, 37.15, 67.7, 2.53, 2.2, 0.51, 1.18, 4.73, 0.51, 0.17, 1.18, 4.56, 0.84]","[20, 1, 1, 11, 1, 1, 1, 7, 11, 10, 55, 34, 44, 61, 1, 1, 54, 99, 45]"
137,Iván Fresneda,"[0.0, 0.03, 0.21, 0.0, 0.08, 0.11, 2.01, 47.61, 77.0, 3.2, 2.48, 0.77, 0.83, 5.22, 2.48, 0.77, 1.65, 3.1, 0.41]","[20, 34, 9, 11, 37, 35, 50, 29, 48, 29, 67, 59, 20, 70, 79, 27, 93, 93, 13]"
138,Jeremie Frimpong,"[0.21, 0.23, 1.29, 0.21, 0.2, 0.43, 3.14, 41.1, 80.1, 2.0, 5.21, 2.52, 4.07, 8.73, 1.71, 0.55, 0.81, 1.43, 0.5]","[98, 99, 92, 90, 93, 98, 88, 12, 69, 3, 99, 99, 99, 97, 35, 8, 14, 20, 19]"
139,Javi Galán,"[0.0, 0.02, 0.37, 0.09, 0.12, 0.13, 2.65, 58.07, 77.3, 3.56, 4.02, 2.05, 1.0, 6.95, 2.96, 1.17, 1.54, 1.79, 0.94]","[20, 17, 25, 56, 67, 47, 78, 71, 51, 43, 97, 97, 36, 86, 92, 67, 88, 40, 55]"
140,Antonino Gallo,"[0.0, 0.02, 0.36, 0.04, 0.07, 0.09, 2.32, 45.4, 67.2, 5.58, 2.57, 0.54, 0.51, 2.35, 2.03, 0.47, 1.34, 2.57, 0.91]","[20, 23, 23, 28, 31, 27, 65, 24, 9, 88, 70, 36, 7, 13, 50, 4, 69, 78, 50]"
141,Toti Gomes,"[0.09, 0.04, 0.46, 0.0, 0.03, 0.06, 0.82, 50.76, 82.9, 2.47, 0.37, 0.82, 1.37, 2.1, 1.37, 1.01, 1.46, 4.66, 1.55]","[80, 43, 35, 11, 4, 12, 1, 44, 80, 8, 1, 64, 54, 8, 15, 54, 81, 99, 85]"
142,Raphaël Guerreiro,"[0.2, 0.11, 1.27, 0.39, 0.28, 0.4, 4.03, 68.97, 82.4, 6.92, 3.19, 0.98, 2.54, 6.34, 1.4, 1.5, 0.85, 1.07, 0.26]","[96, 89, 91, 99, 98, 98, 98, 91, 78, 95, 84, 71, 87, 82, 16, 88, 16, 7, 6]"
143,Malo Gusto,"[0.0, 0.02, 0.4, 0.06, 0.17, 0.2, 2.82, 81.08, 81.5, 4.63, 3.72, 1.13, 1.47, 8.29, 2.37, 1.58, 1.24, 1.3, 0.45]","[20, 25, 28, 43, 87, 69, 81, 96, 75, 74, 95, 80, 57, 94, 73, 92, 58, 14, 16]"
144,Jonas Hector,"[0.0, 0.05, 0.8, 0.06, 0.12, 0.18, 2.36, 58.32, 75.3, 4.11, 1.72, 1.05, 1.78, 3.89, 3.57, 1.24, 1.94, 2.36, 1.78]","[20, 59, 66, 47, 72, 62, 69, 72, 38, 63, 33, 75, 70, 40, 99, 73, 99, 70, 91]"
145,Theo Hernández,"[0.07, 0.09, 1.48, 0.1, 0.12, 0.21, 2.79, 55.29, 80.4, 4.21, 3.37, 0.63, 1.99, 4.46, 1.7, 0.65, 0.99, 1.36, 1.14]","[74, 84, 95, 60, 69, 76, 80, 61, 70, 66, 89, 47, 76, 57, 33, 15, 32, 16, 67]"
146,Aaron Hickey,"[0.0, 0.02, 0.52, 0.05, 0.02, 0.04, 0.94, 39.36, 82.9, 3.8, 1.93, 0.8, 0.99, 2.21, 1.79, 0.8, 0.85, 1.5, 0.66]","[20, 20, 40, 38, 1, 1, 2, 9, 80, 52, 43, 62, 35, 9, 40, 29, 16, 25, 32]"
147,Ismaily,"[0.1, 0.06, 0.66, 0.05, 0.12, 0.18, 2.12, 58.33, 81.4, 4.81, 2.02, 0.86, 2.33, 5.87, 2.07, 1.06, 1.26, 1.97, 1.82]","[85, 67, 53, 40, 66, 62, 55, 72, 74, 78, 47, 66, 83, 78, 55, 57, 61, 49, 92]"
148,Ismail Jakobs,"[0.0, 0.1, 1.25, 0.22, 0.16, 0.27, 2.65, 51.92, 64.4, 3.76, 3.39, 0.37, 3.76, 9.87, 0.81, 0.74, 0.81, 1.47, 3.9]","[20, 88, 90, 91, 85, 91, 78, 48, 4, 49, 89, 21, 99, 98, 1, 22, 14, 23, 99]"
149,Reece James,"[0.09, 0.07, 1.12, 0.09, 0.19, 0.26, 3.58, 73.44, 84.0, 6.23, 3.49, 1.77, 2.09, 8.19, 2.09, 0.88, 1.4, 1.58, 1.21]","[82, 77, 84, 58, 91, 90, 95, 94, 85, 91, 90, 94, 80, 93, 56, 38, 74, 27, 72]"
150,Saidy Janko,"[0.0, 0.0, 0.08, 0.0, 0.01, 0.02, 0.4, 35.79, 69.2, 2.3, 1.83, 1.11, 0.08, 2.14, 1.83, 0.87, 1.9, 2.62, 0.79]","[20, 1, 1, 11, 1, 1, 1, 3, 13, 7, 40, 78, 1, 8, 41, 37, 99, 80, 42]"
151,Javi,"[0.08, 0.1, 1.29, 0.16, 0.07, 0.18, 1.94, 60.32, 82.0, 6.29, 3.31, 0.89, 1.05, 2.02, 1.69, 0.56, 0.81, 3.06, 0.81]","[78, 89, 92, 81, 34, 62, 47, 77, 77, 92, 89, 68, 39, 8, 32, 10, 14, 91, 43]"
152,Ben Johnson,"[0.0, 0.01, 0.21, 0.0, 0.02, 0.03, 0.83, 55.6, 73.8, 3.85, 1.56, 0.83, 0.21, 2.29, 2.08, 0.94, 1.25, 2.91, 1.66]","[20, 6, 9, 11, 2, 1, 1, 62, 28, 53, 28, 64, 2, 12, 55, 45, 59, 88, 88]"
153,Paul Joly,"[0.0, 0.01, 0.73, 0.0, 0.03, 0.05, 1.87, 67.68, 78.8, 4.26, 1.97, 1.35, 0.42, 4.98, 3.43, 2.49, 1.35, 3.01, 0.62]","[20, 6, 60, 11, 5, 5, 41, 90, 63, 66, 45, 88, 4, 65, 97, 99, 70, 90, 28]"
154,Josan,"[0.08, 0.03, 0.5, 0.25, 0.13, 0.17, 2.09, 45.0, 78.7, 3.26, 3.09, 1.75, 1.34, 5.09, 2.09, 0.58, 0.67, 1.25, 0.42]","[79, 38, 40, 93, 75, 59, 54, 22, 62, 30, 84, 94, 52, 67, 56, 12, 5, 13, 13]"
155,Anthony Jung,"[0.07, 0.04, 0.58, 0.17, 0.06, 0.1, 1.38, 48.9, 76.3, 2.51, 0.96, 0.45, 1.17, 3.75, 1.58, 0.76, 1.03, 2.17, 1.27]","[72, 53, 45, 84, 24, 29, 13, 35, 44, 10, 8, 29, 43, 39, 28, 24, 36, 59, 74]"
156,Josip Juranović,"[0.15, 0.06, 0.69, 0.1, 0.17, 0.24, 3.07, 50.47, 71.1, 3.96, 1.78, 0.74, 0.84, 3.62, 1.34, 0.74, 0.79, 1.73, 0.25]","[92, 71, 57, 61, 86, 86, 88, 42, 16, 58, 38, 56, 22, 34, 14, 23, 11, 36, 6]"
157,James Justin,"[0.0, 0.02, 0.36, 0.0, 0.02, 0.04, 1.51, 58.87, 81.4, 3.38, 1.44, 0.29, 0.58, 3.59, 1.44, 1.08, 1.73, 3.38, 1.65]","[20, 23, 23, 11, 2, 3, 21, 73, 74, 37, 23, 11, 9, 33, 18, 59, 95, 97, 88]"
