,Name,Attribute Vector,Percentiles
112,Marvin Schwäbe,"[-0.26, 1.59, 61.2, 0.3, 20.0, 17.6, 42.85, 28.8, 5.44, 33.9, 4.1, 0.65, 13.4]","[11, 24, 6, 81, 61, 24, 86, 26, 13, 15, 17, 15, 31]"
113,Alexander Schwolow,"[-0.54, 2.57, 60.9, 0.31, 0.0, 9.1, 40.51, 46.4, 7.7, 55.2, 2.2, 1.02, 15.0]","[1, 1, 4, 89, 23, 4, 75, 79, 72, 95, 1, 46, 54]"
114,Matz Sels,"[-0.07, 1.55, 71.8, 0.27, 0.0, 15.8, 28.47, 44.8, 5.16, 43.9, 6.2, 0.84, 12.8]","[36, 28, 48, 41, 23, 19, 4, 76, 9, 53, 58, 33, 23]"
115,Luigi Sepe,"[0.19, 1.59, 73.6, 0.27, 42.9, 17.6, 40.71, 40.6, 9.06, 41.1, 7.2, 0.76, 14.2]","[92, 24, 64, 41, 85, 24, 76, 69, 96, 43, 78, 27, 43]"
116,Rui Silva,"[0.09, 1.18, 72.1, 0.3, 0.0, 35.7, 35.75, 39.2, 8.32, 46.5, 5.0, 1.32, 16.3]","[73, 70, 55, 81, 23, 78, 44, 63, 85, 65, 31, 71, 78]"
117,Marco Silvestri,"[0.07, 1.26, 69.3, 0.31, 0.0, 26.3, 33.34, 31.9, 7.95, 34.1, 2.4, 0.55, 12.2]","[69, 58, 31, 89, 23, 47, 25, 40, 77, 16, 4, 8, 14]"
118,Unai Simón,"[-0.08, 1.21, 67.3, 0.28, 0.0, 30.0, 33.02, 30.4, 6.1, 49.4, 5.1, 1.31, 17.5]","[34, 65, 24, 58, 23, 59, 21, 33, 30, 75, 33, 69, 92]"
119,Tobias Sippel,"[-0.07, 2.12, 66.7, 0.33, 0.0, 20.0, 48.0, 33.5, 8.47, 53.1, 2.3, 0.71, 13.1]","[35, 4, 21, 96, 23, 31, 96, 48, 88, 89, 2, 20, 28]"
120,Łukasz Skorupski,"[0.05, 1.32, 73.9, 0.25, 22.2, 18.9, 35.43, 29.8, 7.51, 33.0, 5.9, 0.65, 12.9]","[64, 50, 69, 22, 66, 29, 39, 31, 66, 11, 50, 16, 25]"
121,François-Joseph Sollacaro,"[-0.65, 2.33, 45.8, 0.34, 0.0, 16.7, 25.0, 56.9, 6.67, 48.2, 6.5, 1.0, 11.5]","[1, 1, 1, 99, 23, 21, 1, 95, 37, 71, 63, 45, 7]"
122,Yann Sommer,"[0.13, 1.3, 74.2, 0.29, 0.0, 30.3, 48.03, 17.6, 6.24, 28.4, 4.3, 1.33, 15.4]","[79, 54, 72, 72, 23, 61, 96, 5, 31, 5, 19, 73, 62]"
123,Yann Sommer,"[0.13, 1.3, 74.2, 0.29, 0.0, 30.3, 48.03, 17.6, 6.24, 28.4, 4.3, 1.33, 15.4]","[79, 54, 72, 72, 23, 61, 96, 5, 31, 5, 19, 73, 62]"
124,David Soria,"[0.07, 1.18, 75.3, 0.23, 50.0, 34.2, 32.21, 75.1, 9.13, 59.8, 6.1, 1.21, 15.0]","[66, 69, 81, 5, 92, 74, 13, 99, 97, 97, 56, 60, 54]"
125,Marco Sportiello,"[-0.08, 1.41, 68.8, 0.29, 0.0, 15.4, 32.67, 20.5, 7.79, 49.7, 9.0, 1.21, 15.0]","[33, 45, 29, 72, 23, 18, 18, 10, 74, 76, 95, 59, 54]"
126,Jason Steele,"[-0.1, 1.53, 61.4, 0.29, 50.0, 40.0, 38.27, 14.9, 3.67, 13.9, 7.9, 1.27, 15.7]","[30, 32, 8, 72, 92, 88, 57, 1, 1, 1, 87, 67, 65]"
127,Wojciech Szczęsny,"[-0.01, 1.03, 74.6, 0.25, 0.0, 44.7, 29.86, 30.9, 5.85, 37.3, 2.8, 0.87, 14.8]","[47, 80, 76, 22, 23, 94, 8, 37, 22, 32, 6, 36, 51]"
128,Ciprian Tătărușanu,"[-0.1, 1.29, 72.1, 0.25, 0.0, 33.3, 36.95, 32.8, 5.52, 41.1, 4.8, 1.14, 16.5]","[29, 55, 55, 22, 23, 72, 52, 44, 15, 43, 29, 54, 83]"
129,Marc-André ter Stegen,"[0.18, 0.72, 77.7, 0.26, 0.0, 60.5, 38.97, 20.9, 5.41, 34.1, 4.7, 1.06, 16.5]","[90, 99, 92, 31, 23, 99, 63, 12, 12, 16, 27, 47, 83]"
130,Pietro Terracciano,"[-0.1, 1.31, 66.7, 0.28, 14.3, 17.2, 39.14, 32.7, 6.83, 40.5, 4.4, 1.9, 18.4]","[30, 53, 21, 58, 51, 22, 65, 43, 42, 40, 21, 92, 94]"
131,Kevin Trapp,"[-0.15, 1.56, 64.9, 0.31, 20.0, 19.5, 29.41, 41.0, 6.37, 33.2, 4.4, 0.71, 14.1]","[19, 26, 14, 89, 61, 30, 7, 70, 34, 13, 21, 21, 40]"
132,Mark Travers,"[-0.52, 2.78, 54.5, 0.34, 0.0, 18.2, 34.96, 35.6, 10.26, 43.8, 2.2, 0.43, 10.5]","[1, 1, 1, 99, 23, 26, 35, 55, 99, 52, 1, 3, 4]"
133,Sven Ulreich,"[0.22, 0.67, 77.8, 0.24, 100.0, 66.7, 43.0, 20.3, 6.5, 19.4, 3.9, 1.17, 17.0]","[94, 99, 93, 12, 99, 99, 87, 9, 36, 1, 16, 55, 90]"
134,Guglielmo Vicario,"[0.04, 1.26, 73.9, 0.27, 20.0, 23.3, 44.14, 33.2, 5.5, 42.9, 5.6, 0.71, 11.5]","[63, 59, 69, 41, 61, 42, 91, 46, 14, 49, 42, 22, 7]"
135,Iván Villar,"[-0.09, 1.26, 66.1, 0.31, 0.0, 21.1, 33.16, 34.7, 8.26, 44.8, 3.1, 0.74, 14.2]","[31, 58, 19, 89, 23, 31, 24, 51, 83, 58, 9, 24, 43]"
136,Danny Ward,"[-0.21, 1.77, 63.0, 0.29, 33.3, 23.1, 38.46, 29.7, 7.31, 35.1, 5.6, 1.62, 15.9]","[14, 12, 12, 72, 78, 40, 61, 29, 59, 21, 42, 87, 70]"
137,Robin Zentner,"[-0.14, 1.5, 67.0, 0.3, 25.0, 26.9, 36.19, 50.0, 7.46, 54.1, 13.4, 2.04, 17.4]","[22, 37, 23, 81, 69, 50, 48, 84, 62, 92, 99, 95, 91]"
