,Name,Attribute Vector,Percentiles
79,Hicham Boudaoui,"[0.05, 0.04, 1.01, 0.1, 0.1, 0.14, 2.59, 58.85, 88.2, 5.28, 1.87, 1.39, 1.2, 2.64, 3.22, 1.73, 1.63, 0.77, 0.43]","[42, 27, 49, 57, 58, 39, 59, 76, 92, 58, 74, 85, 52, 62, 93, 94, 85, 31, 18]"
80,Mehdi Bourabia,"[0.03, 0.07, 1.07, 0.1, 0.14, 0.21, 2.6, 41.64, 76.5, 3.67, 1.2, 0.91, 0.68, 1.88, 1.33, 1.04, 1.27, 1.85, 0.68]","[28, 46, 55, 57, 78, 64, 60, 32, 17, 22, 42, 63, 31, 48, 10, 49, 55, 89, 40]"
81,Benjamin Bourigeaud,"[0.13, 0.19, 2.04, 0.3, 0.33, 0.52, 4.81, 57.99, 74.3, 7.32, 1.23, 0.4, 2.24, 7.05, 1.41, 0.81, 1.11, 1.08, 0.3]","[72, 92, 92, 99, 99, 99, 99, 73, 11, 87, 43, 25, 83, 97, 13, 30, 39, 53, 8]"
82,Edoardo Bove,"[0.15, 0.06, 0.73, 0.0, 0.08, 0.14, 1.67, 36.19, 75.2, 3.12, 0.8, 0.51, 2.03, 2.03, 3.12, 0.94, 1.6, 1.09, 1.6]","[77, 38, 28, 8, 46, 39, 21, 17, 14, 11, 24, 32, 78, 50, 92, 42, 84, 53, 84]"
83,Darko Brašanac,"[0.09, 0.1, 0.95, 0.09, 0.06, 0.16, 1.9, 32.51, 81.4, 4.24, 1.56, 0.35, 2.42, 3.11, 2.51, 1.04, 1.21, 0.78, 1.3]","[59, 69, 44, 52, 33, 50, 31, 11, 43, 34, 62, 17, 86, 69, 74, 49, 48, 32, 76]"
84,Marcelo Brozović,"[0.12, 0.1, 1.13, 0.19, 0.12, 0.22, 2.95, 74.48, 88.1, 5.86, 1.47, 0.82, 0.97, 1.79, 2.13, 1.2, 1.24, 1.28, 0.47]","[69, 70, 59, 88, 68, 68, 71, 96, 91, 68, 58, 57, 43, 45, 55, 64, 52, 68, 21]"
85,Sergio Busquets,"[0.0, 0.02, 0.36, 0.13, 0.09, 0.12, 2.78, 71.72, 87.7, 9.17, 0.93, 0.43, 0.63, 1.23, 2.35, 1.16, 1.19, 1.36, 2.02]","[12, 13, 8, 72, 56, 30, 67, 94, 88, 97, 30, 28, 29, 32, 68, 61, 46, 72, 91]"
86,Moisés Caicedo,"[0.03, 0.05, 0.8, 0.03, 0.08, 0.12, 2.52, 64.54, 88.5, 6.28, 1.09, 0.8, 0.8, 1.75, 2.87, 1.61, 1.23, 0.89, 1.06]","[26, 30, 33, 18, 44, 32, 57, 85, 94, 74, 38, 55, 36, 44, 87, 89, 50, 41, 64]"
87,Jens Cajuste,"[0.18, 0.09, 1.59, 0.06, 0.07, 0.16, 3.0, 43.47, 82.0, 6.41, 2.71, 2.29, 2.35, 2.35, 2.71, 1.06, 1.76, 1.29, 0.76]","[85, 62, 84, 37, 40, 50, 73, 35, 49, 77, 89, 98, 85, 57, 82, 52, 92, 69, 48]"
88,Hakan Çalhanoğlu,"[0.09, 0.08, 1.93, 0.23, 0.18, 0.26, 4.58, 60.47, 83.3, 5.97, 1.59, 0.34, 0.88, 2.7, 1.82, 0.94, 0.99, 0.57, 0.6]","[59, 52, 91, 95, 88, 77, 97, 78, 58, 70, 64, 17, 39, 63, 38, 41, 28, 14, 33]"
89,Mahdi Camara,"[0.1, 0.12, 1.19, 0.0, 0.02, 0.15, 1.88, 34.76, 82.2, 3.96, 1.58, 1.19, 1.78, 2.18, 3.12, 1.98, 1.73, 0.79, 0.94]","[64, 77, 64, 8, 2, 44, 29, 15, 50, 28, 63, 77, 72, 55, 92, 99, 89, 32, 56]"
90,Mohamed Camara,"[0.0, 0.09, 1.47, 0.1, 0.14, 0.23, 1.77, 45.88, 80.3, 4.81, 1.47, 0.69, 0.98, 1.67, 1.77, 1.18, 0.69, 0.88, 1.57]","[12, 63, 80, 59, 78, 71, 25, 41, 38, 48, 58, 46, 43, 44, 33, 62, 5, 41, 83]"
91,Mohamed Camara,"[0.0, 0.05, 1.01, 0.1, 0.08, 0.12, 1.77, 51.45, 86.8, 5.51, 1.05, 1.08, 0.25, 0.92, 3.14, 1.05, 1.74, 0.44, 0.57]","[12, 29, 50, 56, 43, 33, 25, 56, 83, 62, 37, 72, 6, 19, 92, 50, 90, 10, 30]"
92,Eduardo Camavinga,"[0.0, 0.03, 0.73, 0.07, 0.07, 0.1, 2.8, 65.05, 89.8, 6.23, 2.87, 1.48, 1.55, 3.76, 3.1, 0.76, 1.19, 1.19, 0.82]","[12, 20, 28, 42, 38, 23, 67, 86, 97, 74, 90, 86, 63, 80, 91, 25, 46, 60, 51]"
93,Emre Can,"[0.04, 0.04, 0.77, 0.04, 0.05, 0.08, 1.83, 57.87, 88.6, 4.31, 1.46, 0.66, 0.73, 0.51, 2.67, 1.39, 1.06, 1.64, 1.24]","[33, 23, 31, 23, 20, 18, 28, 73, 95, 36, 56, 43, 32, 5, 80, 77, 32, 86, 73]"
94,Pierrick Capelle,"[0.0, 0.09, 1.01, 0.19, 0.08, 0.17, 2.08, 45.0, 82.6, 4.16, 1.01, 0.88, 1.2, 2.52, 2.27, 0.95, 1.51, 1.51, 0.82]","[12, 65, 49, 86, 43, 52, 37, 39, 53, 33, 36, 61, 52, 61, 62, 42, 79, 80, 50]"
95,Étienne Capoue,"[0.14, 0.12, 1.2, 0.0, 0.05, 0.17, 2.12, 48.02, 87.7, 4.51, 2.07, 1.43, 1.1, 3.31, 0.97, 0.87, 0.55, 0.92, 1.15]","[75, 76, 65, 8, 24, 52, 41, 47, 88, 39, 79, 85, 48, 73, 3, 36, 1, 43, 67]"
96,Maxence Caqueret,"[0.13, 0.08, 0.85, 0.23, 0.17, 0.25, 3.84, 58.06, 82.9, 5.95, 1.5, 1.33, 2.37, 3.71, 2.83, 1.27, 1.46, 0.88, 0.52]","[74, 59, 35, 95, 87, 76, 91, 74, 55, 70, 60, 83, 85, 80, 86, 69, 76, 41, 26]"
97,Fabio Carvalho,"[0.39, 0.25, 2.92, 0.0, 0.04, 0.29, 2.73, 38.57, 82.3, 3.7, 2.73, 0.78, 6.04, 5.84, 1.95, 1.17, 1.75, 0.0, 0.78]","[99, 98, 99, 8, 13, 83, 64, 21, 51, 22, 89, 53, 99, 96, 44, 61, 91, 1, 49]"
98,William Carvalho,"[0.1, 0.11, 0.94, 0.03, 0.06, 0.17, 2.28, 65.59, 86.5, 7.57, 1.59, 1.11, 1.43, 1.82, 1.59, 0.59, 0.94, 0.81, 1.17]","[63, 72, 43, 20, 27, 51, 48, 87, 81, 89, 64, 74, 59, 47, 22, 14, 24, 35, 69]"
99,Casemiro,"[0.12, 0.14, 1.64, 0.12, 0.13, 0.27, 3.0, 62.73, 77.9, 6.69, 0.78, 0.35, 1.36, 1.53, 3.49, 1.47, 2.48, 2.51, 2.6]","[69, 84, 86, 66, 72, 79, 73, 83, 24, 82, 24, 17, 57, 41, 96, 84, 99, 98, 96]"
100,Casemiro,"[0.12, 0.14, 1.64, 0.12, 0.13, 0.27, 3.0, 62.73, 77.9, 6.69, 0.78, 0.35, 1.36, 1.53, 3.49, 1.47, 2.48, 2.51, 2.6]","[69, 84, 86, 66, 72, 79, 73, 83, 24, 82, 24, 17, 57, 41, 96, 84, 99, 98, 96]"
101,Michele Castagnetti,"[0.0, 0.04, 0.76, 0.06, 0.11, 0.16, 3.63, 51.44, 77.3, 7.65, 0.89, 0.51, 0.57, 0.64, 2.93, 0.96, 0.89, 1.4, 0.57]","[12, 24, 30, 41, 67, 48, 87, 56, 22, 90, 29, 32, 25, 11, 88, 43, 18, 74, 31]"
102,Gaetano Castrovilli,"[0.25, 0.15, 2.26, 0.13, 0.14, 0.29, 2.26, 30.21, 78.0, 1.75, 1.5, 0.88, 2.76, 2.01, 1.25, 1.0, 0.63, 0.63, 0.5]","[95, 85, 95, 70, 78, 82, 48, 6, 24, 1, 61, 60, 92, 50, 8, 47, 3, 18, 25]"
103,Danilo Cataldi,"[0.0, 0.01, 0.28, 0.04, 0.06, 0.06, 1.69, 63.99, 87.0, 4.01, 0.35, 0.35, 0.0, 0.67, 1.1, 1.1, 1.14, 1.42, 0.08]","[12, 1, 3, 26, 27, 11, 22, 84, 84, 29, 4, 19, 1, 12, 5, 56, 41, 74, 1]"
104,Dani Ceballos,"[0.0, 0.06, 1.09, 0.22, 0.13, 0.19, 4.64, 86.78, 90.6, 11.51, 3.38, 2.45, 2.02, 3.44, 2.56, 1.36, 1.58, 0.33, 0.22]","[12, 40, 57, 92, 75, 58, 97, 99, 97, 99, 95, 99, 77, 76, 76, 75, 83, 5, 4]"
105,Franco Cervi,"[0.0, 0.11, 1.09, 0.19, 0.13, 0.24, 2.9, 41.53, 70.9, 3.28, 2.14, 1.0, 2.38, 5.37, 3.61, 1.71, 1.57, 0.76, 0.57]","[12, 72, 57, 86, 73, 75, 70, 31, 7, 14, 80, 68, 86, 95, 98, 93, 82, 29, 30]"
106,Nathaniel Chalobah,"[0.0, 0.09, 1.03, 0.0, 0.01, 0.09, 1.18, 39.69, 74.7, 3.84, 0.59, 0.89, 1.03, 0.89, 0.89, 1.62, 1.18, 1.92, 2.8]","[13, 69, 54, 11, 3, 26, 6, 21, 16, 22, 19, 64, 51, 22, 1, 86, 52, 87, 98]"
107,Xavier Chavalerin,"[0.15, 0.06, 1.0, 0.07, 0.09, 0.14, 1.52, 39.62, 81.9, 3.52, 0.67, 0.33, 1.41, 1.82, 3.04, 1.52, 1.15, 0.89, 0.59]","[78, 36, 48, 46, 50, 40, 14, 24, 48, 19, 19, 16, 58, 46, 91, 86, 42, 42, 32]"
108,Pedro Chirivella,"[0.0, 0.03, 0.61, 0.07, 0.07, 0.1, 2.27, 61.54, 85.9, 7.79, 0.65, 0.4, 0.36, 0.97, 1.44, 0.87, 1.05, 0.32, 0.36]","[12, 17, 20, 44, 42, 24, 48, 80, 74, 91, 17, 23, 12, 21, 14, 35, 31, 4, 13]"
109,Joris Chotard,"[0.0, 0.02, 0.44, 0.22, 0.13, 0.15, 1.46, 39.94, 79.4, 3.84, 0.29, 0.48, 0.51, 1.02, 2.34, 1.46, 1.46, 1.54, 0.44]","[12, 12, 12, 93, 72, 45, 12, 25, 33, 26, 3, 30, 20, 25, 67, 82, 76, 81, 20]"
110,Tolga Ciğerci,"[0.0, 0.03, 1.21, 0.13, 0.04, 0.07, 2.54, 56.25, 77.6, 4.29, 0.4, 0.67, 0.0, 0.27, 2.14, 1.07, 0.8, 0.67, 1.34]","[12, 15, 65, 72, 14, 12, 58, 69, 23, 35, 5, 45, 1, 1, 55, 53, 10, 21, 78]"
111,Pathé Ciss,"[0.07, 0.18, 1.4, 0.0, 0.02, 0.2, 1.47, 49.14, 82.1, 4.56, 0.7, 0.35, 1.33, 0.35, 2.74, 1.54, 1.61, 2.39, 2.39]","[53, 91, 77, 8, 3, 64, 13, 49, 50, 41, 19, 19, 56, 2, 84, 87, 84, 98, 95]"
112,Jack Colback,"[0.0, 0.0, 0.0, 0.0, 0.04, 0.04, 0.54, 25.9, 83.2, 2.9, 0.91, 0.54, 0.18, 0.54, 3.26, 0.54, 0.54, 1.63, 0.72]","[12, 1, 1, 8, 12, 1, 1, 1, 57, 7, 29, 35, 2, 7, 94, 11, 1, 84, 43]"
113,Álex Collado,"[0.12, 0.07, 2.1, 0.12, 0.2, 0.27, 4.32, 41.48, 82.1, 4.2, 2.96, 1.85, 2.35, 5.31, 3.21, 0.25, 1.48, 0.49, 0.49]","[71, 51, 94, 70, 91, 80, 96, 31, 50, 33, 91, 95, 85, 94, 93, 1, 77, 12, 24]"
114,Santi Comesaña,"[0.11, 0.09, 0.92, 0.07, 0.08, 0.17, 3.19, 45.53, 82.6, 5.51, 1.47, 1.29, 2.13, 2.13, 2.61, 1.18, 1.43, 0.62, 1.18]","[68, 64, 42, 46, 47, 53, 78, 41, 53, 62, 57, 81, 80, 54, 78, 61, 74, 17, 69]"
115,Lewis Cook,"[0.0, 0.01, 0.31, 0.1, 0.13, 0.15, 2.04, 39.3, 79.0, 3.3, 0.47, 0.37, 0.47, 0.52, 1.94, 1.2, 1.52, 1.62, 0.37]","[12, 2, 5, 62, 74, 43, 37, 23, 29, 15, 8, 20, 16, 6, 43, 64, 79, 84, 14]"
116,Francis Coquelin,"[0.12, 0.12, 0.84, 0.0, 0.12, 0.24, 1.08, 37.42, 85.2, 3.49, 1.32, 0.24, 2.17, 3.25, 2.17, 1.08, 0.96, 0.84, 0.72]","[70, 77, 35, 8, 69, 75, 4, 20, 71, 18, 50, 7, 81, 72, 56, 54, 25, 38, 43]"
117,Samu Costa,"[0.05, 0.08, 0.91, 0.09, 0.05, 0.12, 2.13, 49.64, 78.8, 4.12, 0.41, 0.41, 0.72, 1.09, 2.76, 1.67, 1.31, 2.9, 2.17]","[39, 53, 40, 54, 19, 32, 42, 50, 28, 31, 6, 26, 32, 27, 85, 92, 62, 99, 94]"
118,Lassana Coulibaly,"[0.09, 0.02, 0.5, 0.09, 0.06, 0.08, 1.74, 36.54, 83.3, 3.73, 1.62, 1.49, 0.53, 1.84, 2.61, 0.78, 1.09, 1.03, 0.9]","[62, 14, 15, 55, 29, 16, 24, 18, 58, 24, 66, 87, 20, 47, 79, 27, 35, 49, 54]"
119,Mathieu Coutadeur,"[0.0, 0.0, 0.18, 0.0, 0.05, 0.05, 1.2, 55.33, 84.0, 5.08, 0.92, 0.23, 0.18, 1.02, 1.06, 0.88, 0.88, 0.97, 0.42]","[12, 1, 1, 8, 20, 6, 5, 67, 61, 53, 30, 7, 3, 24, 4, 37, 15, 46, 17]"
120,Conor Coventry,"[0.0, 0.02, 0.55, 0.12, 0.07, 0.1, 1.76, 44.45, 71.7, 4.2, 0.79, 0.49, 0.43, 0.73, 2.01, 1.4, 1.22, 1.58, 1.58]","[13, 15, 19, 69, 48, 29, 29, 37, 8, 30, 27, 29, 21, 14, 48, 76, 56, 79, 86]"
121,Bryan Cristante,"[0.02, 0.09, 1.06, 0.02, 0.06, 0.15, 1.46, 49.46, 81.0, 4.14, 0.49, 0.25, 1.57, 1.02, 3.22, 0.76, 1.32, 1.68, 2.67]","[24, 62, 53, 16, 31, 42, 13, 49, 41, 32, 9, 9, 65, 24, 94, 26, 62, 87, 97]"
122,Mikkel Damsgaard,"[0.0, 0.24, 1.09, 0.0, 0.13, 0.36, 2.28, 37.07, 67.6, 4.01, 0.82, 0.82, 2.46, 4.1, 2.82, 0.91, 1.82, 1.28, 0.91]","[12, 97, 58, 8, 72, 93, 48, 19, 2, 29, 25, 57, 87, 84, 86, 39, 95, 67, 54]"
123,Danilo,"[0.28, 0.14, 1.38, 0.18, 0.06, 0.21, 2.12, 21.67, 63.0, 3.14, 1.2, 1.29, 1.94, 2.03, 1.66, 0.83, 2.4, 1.75, 0.37]","[97, 81, 75, 85, 37, 65, 42, 1, 1, 11, 42, 81, 76, 50, 27, 32, 99, 88, 14]"
124,Sergi Darder,"[0.16, 0.09, 1.06, 0.08, 0.2, 0.3, 4.07, 44.13, 72.5, 6.32, 3.01, 1.84, 1.06, 2.03, 1.87, 0.65, 0.92, 0.62, 0.33]","[82, 65, 53, 50, 94, 84, 94, 37, 9, 75, 91, 95, 47, 50, 40, 18, 22, 17, 10]"
125,Josh Dasilva,"[0.26, 0.1, 1.17, 0.13, 0.1, 0.19, 2.72, 39.98, 79.6, 4.02, 3.89, 2.07, 2.07, 4.47, 1.17, 0.32, 1.43, 0.45, 0.39]","[97, 67, 61, 71, 59, 60, 64, 25, 34, 29, 99, 97, 79, 88, 7, 2, 73, 11, 16]"
126,Tom Davies,"[0.0, 0.2, 1.51, 0.0, 0.03, 0.22, 1.0, 39.15, 73.9, 5.02, 0.33, 0.5, 2.51, 2.17, 2.51, 0.67, 1.67, 1.17, 1.17]","[12, 94, 81, 8, 11, 67, 3, 23, 11, 51, 4, 32, 87, 55, 74, 19, 88, 59, 69]"
127,Kevin De Bruyne,"[0.26, 0.2, 2.33, 0.63, 0.5, 0.69, 6.26, 59.09, 72.2, 8.47, 3.73, 1.21, 3.3, 8.7, 1.06, 0.32, 0.89, 0.43, 0.4]","[96, 93, 97, 99, 99, 99, 99, 77, 8, 95, 98, 79, 97, 99, 3, 2, 18, 9, 17]"
128,Rodrigo De Paul,"[0.12, 0.07, 1.07, 0.29, 0.25, 0.33, 4.21, 68.77, 81.0, 8.96, 2.64, 0.78, 0.78, 3.26, 1.61, 0.45, 1.12, 0.37, 0.25]","[71, 51, 56, 99, 98, 88, 95, 90, 41, 96, 87, 54, 36, 72, 23, 7, 39, 7, 4]"
129,Brecht Dejaegere,"[0.2, 0.13, 1.14, 0.05, 0.08, 0.21, 2.39, 33.03, 78.0, 4.78, 1.79, 0.95, 2.14, 4.78, 1.99, 0.7, 1.24, 0.55, 0.4]","[88, 79, 60, 33, 50, 66, 52, 12, 24, 47, 72, 64, 80, 91, 46, 21, 52, 13, 17]"
130,Thomas Delaney,"[0.0, 0.05, 0.75, 0.0, 0.02, 0.08, 1.29, 46.67, 76.5, 3.12, 0.32, 0.22, 1.08, 1.29, 1.29, 0.65, 1.08, 1.29, 2.58]","[12, 35, 30, 8, 3, 15, 8, 43, 17, 11, 4, 6, 48, 34, 9, 17, 33, 68, 96]"
131,Thomas Delaney,"[0.0, 0.05, 0.75, 0.0, 0.02, 0.08, 1.29, 46.67, 76.5, 3.12, 0.32, 0.22, 1.08, 1.29, 1.29, 0.65, 1.08, 1.29, 2.58]","[12, 35, 30, 8, 3, 15, 8, 43, 17, 11, 4, 6, 48, 34, 9, 17, 33, 68, 96]"
132,Kerem Demirbay,"[0.22, 0.13, 2.0, 0.13, 0.14, 0.27, 3.12, 66.39, 78.0, 5.55, 1.08, 0.43, 0.95, 1.3, 2.39, 1.0, 1.52, 0.61, 0.48]","[90, 79, 92, 71, 79, 80, 76, 88, 24, 62, 38, 28, 41, 34, 70, 46, 80, 16, 24]"
133,Branco van den Boomen,"[0.03, 0.09, 1.5, 0.25, 0.25, 0.34, 4.8, 69.0, 76.1, 10.0, 1.5, 0.59, 1.18, 3.18, 2.21, 0.31, 0.84, 0.84, 0.19]","[27, 64, 81, 97, 98, 90, 98, 90, 16, 99, 59, 38, 51, 71, 59, 1, 13, 38, 3]"
134,Leander Dendoncker,"[0.0, 0.07, 0.49, 0.0, 0.05, 0.12, 1.19, 37.84, 87.2, 2.37, 0.2, 0.4, 1.19, 0.49, 2.27, 1.88, 2.07, 1.58, 1.19]","[12, 46, 15, 8, 22, 31, 5, 21, 85, 3, 1, 23, 51, 5, 62, 98, 97, 82, 70]"
135,Leander Dendoncker,"[0.0, 0.07, 0.49, 0.0, 0.05, 0.12, 1.19, 37.84, 87.2, 2.37, 0.2, 0.4, 1.19, 0.49, 2.27, 1.88, 2.07, 1.58, 1.19]","[12, 46, 15, 8, 22, 31, 5, 21, 85, 3, 1, 23, 51, 5, 62, 98, 97, 82, 70]"
136,Kiernan Dewsbury-Hall,"[0.08, 0.09, 1.01, 0.08, 0.13, 0.22, 3.04, 45.04, 75.6, 5.15, 2.65, 1.56, 1.95, 3.55, 2.07, 1.09, 2.15, 0.82, 0.59]","[56, 65, 50, 49, 74, 67, 74, 39, 15, 55, 87, 89, 76, 78, 51, 55, 99, 35, 32]"
137,Ibrahima Diallo,"[0.0, 0.02, 0.66, 0.0, 0.01, 0.03, 1.1, 44.18, 78.9, 3.08, 0.99, 0.88, 0.44, 0.66, 2.75, 0.66, 1.21, 1.21, 1.65]","[12, 12, 23, 8, 1, 1, 4, 37, 29, 10, 35, 60, 15, 11, 84, 19, 48, 62, 85]"
138,Mouhamadou Diarra,"[0.17, 0.1, 1.27, 0.11, 0.12, 0.23, 3.27, 36.53, 76.7, 2.88, 3.76, 1.38, 2.27, 4.93, 1.33, 0.61, 0.94, 0.72, 0.66]","[83, 68, 69, 65, 70, 71, 81, 18, 19, 7, 98, 84, 83, 91, 10, 16, 24, 25, 38]"
139,Krépin Diatta,"[0.17, 0.2, 1.89, 0.14, 0.16, 0.36, 3.26, 34.69, 75.0, 3.88, 3.26, 1.41, 3.74, 10.4, 1.13, 0.82, 1.34, 0.45, 1.89]","[84, 93, 90, 73, 83, 92, 80, 15, 13, 27, 94, 85, 99, 99, 6, 31, 65, 10, 88]"
140,Jeremy Doku,"[0.35, 0.17, 1.88, 0.18, 0.41, 0.59, 5.77, 35.96, 82.0, 4.71, 6.95, 6.59, 6.12, 10.71, 1.65, 0.29, 0.65, 0.12, 0.18]","[99, 89, 90, 83, 99, 99, 99, 17, 49, 46, 99, 99, 99, 99, 26, 1, 3, 1, 2]"
141,Nicolás Domínguez,"[0.12, 0.1, 1.64, 0.08, 0.11, 0.21, 2.78, 55.57, 82.3, 5.75, 1.53, 0.9, 1.45, 3.29, 3.09, 0.82, 1.13, 1.13, 1.45]","[70, 69, 86, 49, 67, 64, 66, 67, 51, 66, 61, 62, 60, 73, 91, 31, 41, 56, 81]"
142,John Donald,"[0.0, 0.01, 0.16, 0.0, 0.01, 0.02, 0.49, 35.19, 83.4, 1.9, 0.25, 0.41, 0.58, 0.16, 1.65, 1.15, 1.15, 1.9, 2.31]","[12, 1, 1, 8, 1, 1, 1, 16, 58, 1, 2, 26, 26, 1, 27, 60, 43, 93, 95]"
143,Niklas Dorsch,"[0.0, 0.0, 0.0, 0.0, 0.02, 0.02, 1.49, 34.1, 76.5, 2.61, 0.37, 0.93, 0.0, 0.0, 3.91, 1.12, 1.68, 1.68, 0.93]","[12, 1, 1, 8, 2, 1, 13, 13, 17, 5, 5, 64, 1, 1, 99, 57, 88, 87, 56]"
144,Abdoulaye Doucouré,"[0.29, 0.14, 1.17, 0.12, 0.13, 0.27, 2.64, 32.17, 78.5, 2.23, 1.35, 1.17, 2.64, 3.87, 1.82, 0.76, 1.53, 0.65, 0.76]","[98, 82, 63, 67, 74, 79, 62, 10, 27, 2, 51, 76, 89, 82, 39, 26, 80, 20, 48]"
145,Cheick Doucouré,"[0.0, 0.05, 1.17, 0.1, 0.06, 0.11, 1.98, 40.53, 83.2, 4.55, 0.59, 0.49, 0.49, 0.55, 2.5, 1.82, 1.53, 1.56, 0.98]","[12, 28, 62, 58, 34, 27, 34, 27, 57, 41, 14, 31, 16, 8, 74, 97, 81, 82, 58]"
146,Désiré Doué,"[0.27, 0.15, 1.96, 0.07, 0.1, 0.25, 2.83, 36.27, 77.0, 4.45, 3.44, 3.98, 2.83, 6.61, 2.63, 0.94, 1.48, 0.34, 0.74]","[97, 84, 92, 42, 61, 76, 68, 17, 21, 38, 98, 99, 92, 96, 79, 42, 77, 5, 45]"
147,Flynn Downes,"[0.0, 0.05, 0.47, 0.0, 0.01, 0.06, 1.54, 39.09, 87.3, 2.6, 0.35, 0.12, 0.59, 1.3, 1.89, 0.83, 1.77, 0.71, 1.06]","[12, 28, 14, 8, 2, 9, 14, 23, 85, 5, 5, 1, 27, 34, 40, 32, 93, 24, 64]"
148,Ondrej Duda,"[0.0, 0.08, 1.29, 0.0, 0.05, 0.13, 2.16, 36.62, 74.6, 4.32, 1.39, 1.49, 1.29, 2.83, 1.59, 0.77, 0.93, 0.57, 0.82]","[12, 57, 70, 8, 25, 35, 43, 18, 12, 36, 53, 87, 55, 66, 22, 26, 23, 13, 51]"
149,Ondrej Duda,"[0.0, 0.08, 1.29, 0.0, 0.05, 0.13, 2.16, 36.62, 74.6, 4.32, 1.39, 1.49, 1.29, 2.83, 1.59, 0.77, 0.93, 0.57, 0.82]","[12, 57, 70, 8, 25, 35, 43, 18, 12, 36, 53, 87, 55, 66, 22, 26, 23, 13, 51]"
150,Alfred Duncan,"[0.08, 0.04, 0.73, 0.0, 0.05, 0.09, 3.18, 44.06, 78.0, 5.71, 1.47, 0.98, 0.73, 2.45, 1.47, 0.65, 0.73, 0.49, 0.73]","[58, 25, 28, 8, 22, 20, 78, 37, 24, 65, 56, 67, 33, 60, 16, 18, 8, 12, 44]"
151,Éderson,"[0.04, 0.08, 1.46, 0.04, 0.09, 0.17, 2.23, 44.33, 81.0, 3.78, 1.5, 1.5, 1.87, 2.52, 2.72, 1.46, 2.28, 1.26, 0.81]","[36, 56, 79, 26, 57, 53, 47, 38, 41, 25, 60, 87, 73, 61, 83, 82, 99, 66, 50]"
152,Maximilian Eggestein,"[0.03, 0.04, 0.66, 0.09, 0.06, 0.09, 1.86, 34.03, 78.1, 3.6, 0.73, 0.32, 1.17, 1.8, 1.77, 1.3, 1.26, 0.95, 1.96]","[28, 23, 24, 56, 30, 22, 29, 13, 25, 20, 20, 15, 51, 46, 34, 71, 54, 45, 90]"
153,Íñigo Eguaras,"[0.09, 0.09, 0.74, 0.09, 0.06, 0.16, 2.33, 50.54, 84.3, 5.68, 0.74, 0.37, 0.28, 0.65, 1.02, 0.56, 0.84, 1.4, 0.28]","[62, 65, 29, 55, 28, 48, 50, 53, 63, 64, 21, 21, 7, 11, 3, 13, 13, 74, 7]"
154,Albin Ekdal,"[0.0, 0.15, 0.99, 0.1, 0.08, 0.23, 1.82, 40.59, 77.5, 4.15, 0.78, 0.62, 1.76, 1.82, 1.92, 1.35, 1.25, 1.87, 1.87]","[12, 85, 47, 61, 48, 71, 27, 28, 23, 33, 24, 40, 71, 46, 42, 74, 53, 91, 88]"
155,Harvey Elliott,"[0.13, 0.14, 2.11, 0.09, 0.17, 0.32, 4.03, 55.94, 80.0, 7.62, 3.09, 1.08, 3.05, 6.72, 1.57, 0.9, 1.61, 0.54, 0.27]","[75, 84, 94, 53, 88, 88, 94, 68, 36, 89, 93, 72, 95, 97, 20, 38, 84, 13, 6]"
156,Mohamed Elyounoussi,"[0.04, 0.15, 1.49, 0.04, 0.09, 0.23, 1.7, 26.28, 67.3, 2.08, 2.32, 1.0, 2.24, 4.07, 1.91, 1.12, 1.66, 1.54, 1.54]","[36, 84, 80, 27, 52, 73, 22, 1, 2, 2, 83, 67, 83, 83, 41, 58, 87, 81, 83]"
157,Wataru Endo,"[0.15, 0.12, 1.39, 0.12, 0.14, 0.26, 2.59, 45.49, 79.2, 5.27, 0.99, 0.86, 1.69, 2.06, 2.16, 0.8, 1.36, 1.94, 2.28]","[79, 76, 75, 70, 79, 77, 59, 40, 31, 58, 35, 60, 69, 52, 55, 29, 68, 93, 95]"
158,Arne Engels,"[0.0, 0.04, 1.06, 0.19, 0.14, 0.18, 2.94, 38.69, 64.1, 3.56, 0.56, 0.25, 0.31, 1.56, 1.25, 0.94, 1.06, 0.75, 0.63]","[12, 23, 54, 86, 77, 54, 71, 21, 1, 20, 13, 9, 8, 43, 8, 41, 32, 29, 34]"
159,Christian Eriksen,"[0.03, 0.18, 1.6, 0.35, 0.2, 0.38, 3.77, 68.09, 81.0, 7.81, 1.4, 0.35, 1.4, 2.93, 0.94, 0.49, 0.91, 0.77, 0.35]","[30, 92, 85, 99, 92, 95, 90, 89, 41, 91, 54, 18, 57, 67, 2, 8, 21, 30, 12]"
160,Gonzalo Escalante,"[0.21, 0.2, 1.07, 0.11, 0.09, 0.29, 1.88, 38.82, 75.7, 4.3, 0.32, 0.43, 1.66, 1.07, 2.79, 1.45, 1.34, 1.61, 1.93]","[90, 93, 56, 63, 56, 82, 29, 22, 15, 36, 3, 27, 67, 26, 86, 81, 66, 84, 89]"
161,Gonzalo Escalante,"[0.21, 0.2, 1.07, 0.11, 0.09, 0.29, 1.88, 38.82, 75.7, 4.3, 0.32, 0.43, 1.66, 1.07, 2.79, 1.45, 1.34, 1.61, 1.93]","[90, 93, 56, 63, 56, 82, 29, 22, 15, 36, 3, 27, 67, 26, 86, 81, 66, 84, 89]"
