,Name,Attribute Vector,Percentiles
77,Lois Diony,"[0.18, 0.39, 2.13, 0.0, 0.05, 0.44, 1.96, 25.26, 76.8, 1.96, 2.49, 0.53, 5.34, 11.38, 0.18, 0.0, 0.36, 0.18, 3.38]","[12, 61, 26, 6, 8, 46, 23, 71, 85, 66, 86, 20, 67, 99, 3, 2, 11, 5, 83]"
78,Kasper Dolberg,"[0.13, 0.09, 1.27, 0.13, 0.13, 0.22, 1.52, 15.99, 70.6, 1.02, 1.14, 0.89, 3.17, 4.44, 1.02, 0.13, 1.02, 1.4, 1.78]","[6, 1, 1, 55, 61, 1, 5, 12, 59, 11, 40, 54, 3, 14, 85, 32, 89, 92, 47]"
79,Kasper Dolberg,"[0.13, 0.09, 1.27, 0.13, 0.13, 0.22, 1.52, 15.99, 70.6, 1.02, 1.14, 0.89, 3.17, 4.44, 1.02, 0.13, 1.02, 1.4, 1.78]","[6, 1, 1, 55, 61, 1, 5, 12, 59, 11, 40, 54, 3, 14, 85, 32, 89, 92, 47]"
80,Dion Drena Beljo,"[0.24, 0.13, 1.04, 0.16, 0.14, 0.26, 1.99, 19.95, 63.6, 1.2, 1.12, 0.56, 2.31, 3.35, 0.56, 0.08, 1.2, 1.12, 3.75]","[24, 1, 1, 66, 65, 4, 26, 35, 24, 19, 38, 24, 1, 1, 42, 17, 96, 84, 86]"
81,Marvin Ducksch,"[0.38, 0.33, 2.97, 0.19, 0.17, 0.5, 3.44, 30.17, 61.0, 1.83, 0.98, 0.47, 4.7, 6.78, 0.25, 0.28, 0.41, 1.29, 0.79]","[57, 46, 73, 77, 83, 57, 89, 88, 15, 61, 29, 16, 45, 68, 6, 79, 18, 91, 18]"
82,Jhon Durán,"[0.59, 0.53, 4.07, 0.17, 0.08, 0.62, 1.86, 20.0, 70.3, 1.61, 2.2, 0.68, 5.0, 6.44, 0.85, 0.25, 0.76, 1.19, 2.88]","[89, 93, 97, 78, 40, 87, 22, 44, 59, 45, 92, 48, 72, 72, 73, 66, 69, 80, 71]"
83,Hugo Duro,"[0.07, 0.23, 2.08, 0.07, 0.07, 0.31, 1.43, 18.0, 73.3, 1.23, 0.58, 0.13, 4.74, 4.35, 0.97, 0.13, 0.71, 0.45, 2.08]","[2, 13, 23, 28, 20, 11, 3, 20, 70, 21, 9, 3, 49, 10, 81, 35, 61, 27, 55]"
84,Edin Džeko,"[0.46, 0.45, 3.38, 0.14, 0.15, 0.6, 2.99, 27.01, 67.0, 3.27, 1.62, 0.67, 5.6, 6.8, 0.25, 0.11, 0.92, 1.44, 2.82]","[74, 80, 88, 61, 72, 79, 82, 82, 41, 91, 62, 34, 72, 69, 5, 24, 82, 92, 74]"
85,Odsonne Édouard,"[0.25, 0.21, 1.95, 0.1, 0.06, 0.27, 2.2, 20.57, 71.6, 1.6, 1.45, 0.8, 4.74, 4.99, 1.25, 0.15, 0.85, 1.1, 2.05]","[28, 9, 16, 42, 12, 5, 40, 41, 63, 42, 53, 43, 48, 24, 93, 42, 77, 82, 54]"
86,Hugo Ekitike,"[0.22, 0.29, 2.66, 0.3, 0.12, 0.41, 2.44, 25.51, 81.7, 1.77, 1.85, 1.18, 5.1, 6.73, 0.96, 0.67, 0.89, 0.22, 0.67]","[20, 35, 59, 95, 56, 35, 56, 74, 96, 57, 71, 76, 64, 67, 80, 98, 79, 8, 14]"
87,Breel Embolo,"[0.54, 0.39, 2.17, 0.17, 0.16, 0.55, 2.93, 21.36, 68.5, 2.59, 1.34, 1.38, 5.27, 7.57, 0.79, 0.21, 0.67, 0.5, 1.63]","[85, 61, 27, 67, 79, 68, 79, 47, 50, 80, 49, 84, 67, 82, 73, 59, 55, 33, 40]"
88,Youssef En-Nesyri,"[0.48, 0.43, 3.26, 0.03, 0.07, 0.49, 1.65, 12.56, 65.3, 0.58, 0.79, 0.31, 5.46, 3.71, 1.0, 0.21, 0.27, 0.93, 3.05]","[78, 70, 82, 13, 18, 55, 9, 1, 31, 1, 20, 8, 68, 4, 83, 58, 5, 64, 76]"
89,Radamel Falcao,"[0.15, 0.31, 2.92, 0.0, 0.01, 0.32, 1.46, 24.4, 73.7, 2.05, 0.29, 0.29, 5.55, 7.74, 0.58, 0.29, 0.73, 1.46, 3.36]","[10, 40, 71, 6, 1, 13, 3, 68, 71, 69, 3, 7, 69, 83, 44, 80, 63, 94, 82]"
90,João Félix,"[0.35, 0.42, 4.04, 0.13, 0.11, 0.53, 3.82, 34.08, 75.9, 4.12, 3.11, 1.89, 3.95, 6.97, 1.23, 0.18, 0.22, 0.13, 0.7]","[50, 68, 96, 59, 46, 64, 92, 94, 82, 95, 94, 93, 17, 74, 92, 50, 2, 4, 14]"
91,João Félix,"[0.35, 0.42, 4.04, 0.13, 0.11, 0.53, 3.82, 34.08, 75.9, 4.12, 3.11, 1.89, 3.95, 6.97, 1.23, 0.18, 0.22, 0.13, 0.7]","[50, 68, 96, 59, 46, 64, 92, 94, 82, 95, 94, 93, 17, 74, 92, 50, 2, 4, 14]"
92,Evan Ferguson,"[0.57, 0.5, 3.41, 0.19, 0.07, 0.58, 2.08, 21.32, 80.0, 1.33, 1.04, 0.76, 3.69, 5.49, 0.57, 0.19, 1.04, 0.57, 0.85]","[89, 88, 88, 77, 17, 74, 33, 45, 93, 25, 33, 41, 11, 40, 44, 54, 90, 36, 18]"
93,Carlos Fernández,"[0.11, 0.33, 3.27, 0.0, 0.08, 0.41, 2.26, 20.44, 65.2, 1.81, 1.02, 1.58, 6.1, 7.57, 1.02, 0.11, 0.34, 0.45, 3.39]","[5, 46, 83, 6, 23, 35, 44, 39, 30, 59, 30, 91, 85, 82, 85, 26, 11, 27, 83]"
94,Roberto Firmino,"[0.72, 0.34, 2.48, 0.28, 0.23, 0.57, 3.53, 42.46, 79.1, 5.96, 1.21, 1.1, 5.69, 7.23, 1.38, 0.72, 1.27, 0.22, 1.27]","[95, 48, 45, 95, 93, 72, 91, 97, 91, 98, 44, 72, 74, 77, 96, 99, 98, 8, 30]"
95,Michael Frey,"[0.0, 0.18, 2.8, 0.31, 0.19, 0.36, 1.56, 23.02, 57.2, 2.28, 1.04, 0.52, 5.81, 6.74, 1.35, 0.21, 0.62, 0.1, 4.46]","[1, 3, 66, 97, 88, 25, 6, 62, 7, 74, 32, 20, 76, 67, 95, 58, 47, 3, 90]"
96,Niclas Füllkrug,"[0.4, 0.31, 2.69, 0.18, 0.13, 0.44, 2.69, 33.75, 62.5, 3.27, 1.49, 1.13, 4.76, 7.27, 0.33, 0.04, 0.47, 0.87, 5.56]","[62, 41, 59, 71, 64, 45, 67, 93, 19, 90, 54, 73, 52, 77, 13, 5, 24, 58, 94]"
97,Manolo Gabbiadini,"[0.27, 0.28, 2.75, 0.08, 0.17, 0.46, 2.37, 23.9, 68.5, 2.1, 1.22, 0.23, 3.17, 4.24, 0.88, 0.23, 0.61, 0.96, 1.61]","[33, 32, 64, 33, 82, 50, 52, 67, 50, 71, 44, 5, 3, 9, 79, 67, 45, 67, 39]"
98,Adolfo Gaich,"[0.25, 0.31, 2.98, 0.0, 0.05, 0.36, 2.36, 20.45, 57.0, 1.36, 0.74, 1.36, 3.22, 4.09, 0.62, 0.37, 0.87, 0.87, 3.1]","[27, 41, 74, 6, 7, 23, 50, 39, 6, 27, 16, 83, 3, 8, 47, 86, 79, 57, 77]"
99,Cody Gakpo,"[0.46, 0.34, 2.5, 0.23, 0.16, 0.51, 3.14, 25.07, 75.5, 3.28, 2.46, 1.41, 4.41, 6.92, 1.64, 0.36, 0.82, 0.18, 1.41]","[74, 48, 47, 90, 78, 58, 83, 71, 80, 92, 86, 85, 33, 74, 99, 85, 76, 6, 31]"
100,Kévin Gameiro,"[0.39, 0.27, 1.89, 0.0, 0.14, 0.41, 2.49, 32.04, 79.1, 2.96, 2.06, 0.82, 4.38, 6.78, 0.86, 0.39, 0.43, 0.0, 0.51]","[60, 24, 12, 6, 68, 39, 58, 91, 91, 87, 78, 45, 31, 67, 77, 87, 20, 2, 6]"
101,Ignatius Ganago,"[0.29, 0.21, 2.03, 0.15, 0.13, 0.34, 1.64, 20.35, 63.4, 1.31, 1.6, 0.48, 4.54, 6.09, 0.53, 0.1, 0.63, 0.68, 3.38]","[40, 9, 20, 62, 60, 19, 9, 39, 23, 23, 60, 17, 38, 53, 40, 22, 47, 43, 83]"
102,Ignatius Ganago,"[0.29, 0.21, 2.03, 0.15, 0.13, 0.34, 1.64, 20.35, 63.4, 1.31, 1.6, 0.48, 4.54, 6.09, 0.53, 0.1, 0.63, 0.68, 3.38]","[40, 9, 20, 62, 60, 19, 9, 39, 23, 23, 60, 17, 38, 53, 40, 22, 47, 43, 83]"
103,Joe Gelhardt,"[0.23, 0.32, 2.48, 0.23, 0.12, 0.44, 3.01, 21.34, 79.2, 2.55, 1.28, 0.9, 2.55, 4.88, 1.35, 0.15, 1.28, 0.98, 0.6]","[18, 38, 41, 92, 67, 45, 85, 52, 94, 88, 58, 69, 2, 32, 97, 37, 99, 66, 8]"
104,Olivier Giroud,"[0.38, 0.4, 2.93, 0.21, 0.14, 0.55, 1.96, 22.89, 63.0, 1.55, 0.35, 0.21, 6.24, 5.54, 0.44, 0.15, 0.53, 1.11, 4.43]","[58, 63, 72, 81, 69, 67, 23, 61, 22, 39, 4, 4, 88, 41, 30, 40, 31, 84, 90]"
105,Antoine Griezmann,"[0.44, 0.39, 3.61, 0.47, 0.41, 0.8, 5.04, 50.77, 77.4, 5.43, 2.95, 1.41, 4.88, 6.31, 1.54, 0.72, 1.08, 0.88, 0.88]","[70, 60, 91, 99, 99, 94, 98, 99, 88, 97, 91, 85, 56, 56, 99, 99, 93, 58, 19]"
106,Erling Haaland,"[1.0, 0.8, 3.86, 0.22, 0.15, 0.95, 2.29, 15.53, 72.4, 1.75, 1.1, 0.57, 6.88, 4.54, 0.1, 0.12, 0.42, 0.42, 1.67]","[99, 99, 95, 88, 75, 99, 48, 7, 65, 55, 38, 26, 94, 15, 1, 32, 19, 23, 42]"
107,Kai Havertz,"[0.2, 0.36, 2.65, 0.03, 0.16, 0.52, 2.48, 32.8, 80.3, 3.27, 2.15, 0.82, 5.98, 8.27, 1.13, 0.23, 1.04, 1.27, 2.71]","[16, 52, 58, 12, 78, 62, 58, 92, 94, 91, 81, 46, 82, 88, 90, 65, 91, 90, 70]"
108,Hwang Hee-chan,"[0.24, 0.23, 1.43, 0.08, 0.09, 0.32, 2.39, 22.3, 76.4, 2.39, 1.99, 1.04, 3.03, 4.78, 1.59, 0.4, 1.43, 0.4, 0.56]","[24, 13, 2, 34, 29, 12, 53, 53, 84, 75, 75, 65, 2, 21, 99, 88, 99, 20, 11]"
109,Philipp Hofmann,"[0.27, 0.3, 1.78, 0.07, 0.09, 0.39, 2.02, 25.42, 58.3, 2.43, 0.24, 0.31, 4.0, 4.0, 0.62, 0.21, 0.68, 1.64, 7.32]","[36, 39, 9, 31, 36, 32, 30, 74, 9, 77, 1, 7, 19, 6, 46, 57, 58, 97, 97]"
110,Rasmus Højlund,"[0.44, 0.47, 2.65, 0.1, 0.12, 0.58, 2.75, 21.35, 73.1, 1.82, 1.96, 1.37, 6.53, 10.99, 0.2, 0.05, 0.44, 0.25, 1.62]","[71, 84, 56, 41, 55, 75, 72, 46, 69, 59, 75, 83, 93, 99, 3, 6, 21, 11, 39]"
111,Kelechi Iheanacho,"[0.32, 0.5, 3.03, 0.4, 0.32, 0.83, 3.59, 25.24, 74.7, 2.16, 2.64, 1.6, 4.63, 7.91, 0.56, 0.0, 0.72, 0.64, 1.2]","[43, 88, 76, 98, 98, 95, 91, 71, 77, 72, 87, 91, 42, 86, 42, 2, 62, 41, 29]"
112,Nicolas Jackson,"[0.68, 0.45, 2.31, 0.23, 0.19, 0.64, 2.65, 18.3, 75.7, 2.25, 2.76, 1.3, 5.24, 6.59, 0.79, 0.11, 1.01, 0.23, 0.73]","[94, 78, 34, 89, 87, 82, 66, 24, 81, 73, 90, 81, 66, 64, 71, 26, 89, 9, 16]"
113,Luis Javier Suárez,"[0.33, 0.35, 2.89, 0.24, 0.13, 0.48, 2.32, 23.53, 68.5, 1.8, 1.66, 1.09, 4.08, 5.46, 1.04, 0.28, 0.76, 0.81, 2.09]","[45, 49, 70, 91, 64, 53, 49, 64, 50, 58, 63, 70, 21, 38, 87, 79, 70, 53, 55]"
114,Luis Javier Suárez,"[0.33, 0.35, 2.89, 0.24, 0.13, 0.48, 2.32, 23.53, 68.5, 1.8, 1.66, 1.09, 4.08, 5.46, 1.04, 0.28, 0.76, 0.81, 2.09]","[45, 49, 70, 91, 64, 53, 49, 64, 50, 58, 63, 70, 21, 38, 87, 79, 70, 53, 55]"
115,Fredrik Jensen,"[0.19, 0.18, 1.07, 0.1, 0.14, 0.31, 1.95, 28.93, 53.9, 2.34, 0.29, 0.39, 3.41, 6.04, 1.46, 0.39, 1.17, 1.17, 1.85]","[16, 3, 1, 40, 65, 12, 23, 87, 3, 74, 3, 11, 5, 50, 97, 87, 96, 86, 49]"
116,Gabriel Jesus,"[0.39, 0.56, 3.42, 0.27, 0.21, 0.76, 3.84, 30.56, 80.3, 2.76, 2.02, 2.17, 8.54, 8.5, 1.48, 0.43, 1.16, 0.58, 1.82]","[61, 91, 88, 94, 91, 91, 92, 89, 94, 84, 76, 94, 99, 91, 97, 91, 95, 36, 48]"
117,Raúl Jiménez,"[0.0, 0.28, 2.13, 0.11, 0.18, 0.46, 1.91, 21.06, 70.7, 1.49, 0.53, 0.53, 4.68, 4.79, 0.96, 0.0, 0.96, 0.85, 2.55]","[1, 29, 26, 44, 85, 52, 20, 44, 60, 33, 8, 20, 44, 21, 80, 2, 84, 56, 69]"
118,Willian José,"[0.14, 0.22, 1.81, 0.07, 0.14, 0.36, 2.24, 31.64, 79.0, 1.66, 0.87, 0.14, 2.31, 4.48, 0.79, 0.14, 0.29, 1.73, 1.52]","[9, 12, 10, 32, 65, 23, 44, 91, 90, 47, 23, 4, 1, 14, 74, 39, 5, 99, 36]"
119,Joselu,"[0.33, 0.32, 2.62, 0.06, 0.07, 0.39, 1.99, 22.85, 60.3, 1.99, 0.69, 0.54, 4.58, 4.42, 0.39, 0.24, 0.75, 1.29, 5.24]","[44, 42, 53, 25, 21, 31, 25, 60, 14, 67, 12, 21, 40, 12, 21, 70, 70, 91, 93]"
120,Stevan Jovetić,"[0.4, 0.27, 2.72, 0.2, 0.11, 0.38, 3.23, 31.88, 63.3, 4.04, 1.41, 1.01, 3.94, 4.44, 0.3, 0.2, 0.2, 1.01, 1.41]","[64, 26, 61, 79, 49, 26, 86, 91, 23, 94, 50, 61, 17, 14, 11, 56, 2, 74, 32]"
121,Luka Jović,"[0.35, 0.42, 3.29, 0.18, 0.09, 0.5, 2.82, 17.43, 76.8, 1.64, 0.47, 0.88, 4.63, 4.4, 0.35, 0.12, 0.41, 0.59, 1.7]","[52, 67, 84, 70, 30, 56, 76, 16, 85, 45, 6, 53, 42, 12, 15, 27, 18, 37, 43]"
122,Tino Kadewere,"[0.17, 0.27, 3.16, 0.0, 0.1, 0.37, 1.99, 25.07, 62.9, 0.66, 2.32, 1.33, 4.65, 4.82, 1.0, 0.33, 1.0, 0.17, 4.98]","[11, 23, 81, 6, 39, 25, 26, 71, 22, 2, 84, 82, 43, 21, 83, 83, 86, 5, 92]"
123,Arnaud Kalimuendo,"[0.29, 0.34, 2.01, 0.12, 0.11, 0.45, 1.97, 21.34, 81.0, 1.56, 1.85, 1.23, 4.88, 9.03, 0.66, 0.12, 0.62, 0.49, 0.53]","[39, 47, 19, 54, 48, 47, 24, 45, 96, 40, 70, 77, 58, 94, 53, 30, 46, 32, 8]"
124,Harry Kane,"[0.55, 0.41, 3.14, 0.11, 0.17, 0.58, 3.47, 25.57, 68.4, 4.76, 1.59, 1.05, 4.43, 5.87, 0.35, 0.09, 0.63, 0.52, 1.83]","[86, 64, 80, 45, 84, 76, 90, 76, 48, 96, 60, 66, 34, 48, 15, 19, 48, 35, 48]"
125,Wilfried Kanga,"[0.13, 0.21, 1.59, 0.0, 0.1, 0.3, 2.16, 15.94, 61.4, 0.76, 0.7, 0.51, 4.38, 4.57, 0.32, 0.13, 0.89, 0.83, 3.37]","[6, 8, 3, 6, 36, 10, 38, 12, 15, 4, 13, 19, 32, 17, 12, 33, 79, 55, 82]"
126,Moise Kean,"[0.47, 0.57, 3.16, 0.0, 0.09, 0.66, 2.55, 15.73, 70.9, 1.34, 2.69, 1.28, 4.64, 6.18, 0.74, 0.34, 0.34, 0.47, 1.14]","[77, 92, 81, 6, 36, 83, 62, 8, 61, 26, 88, 78, 43, 53, 65, 83, 10, 29, 29]"
127,Kike,"[0.09, 0.32, 3.61, 0.0, 0.1, 0.41, 2.91, 21.51, 68.4, 1.32, 1.41, 1.06, 5.99, 5.11, 0.53, 0.09, 0.53, 1.15, 3.88]","[3, 43, 91, 6, 37, 41, 78, 49, 48, 25, 50, 67, 83, 29, 39, 20, 32, 85, 87]"
128,Randal Kolo Muani,"[0.43, 0.37, 2.49, 0.31, 0.19, 0.57, 3.23, 21.28, 64.5, 1.83, 3.09, 2.2, 6.24, 7.9, 0.51, 0.14, 0.66, 0.37, 2.0]","[70, 55, 46, 97, 89, 71, 87, 45, 28, 61, 93, 95, 87, 85, 37, 39, 55, 18, 52]"
129,Alexandre Lacazette,"[0.65, 0.55, 3.29, 0.15, 0.17, 0.71, 3.47, 28.18, 72.1, 3.32, 1.23, 1.17, 6.45, 6.98, 1.32, 0.46, 0.71, 0.12, 0.86]","[94, 91, 85, 65, 80, 88, 91, 85, 64, 92, 45, 75, 90, 74, 94, 94, 58, 3, 18]"
130,Cyle Larin,"[0.36, 0.36, 2.98, 0.18, 0.16, 0.52, 2.01, 15.07, 69.0, 1.03, 1.52, 0.61, 5.41, 4.38, 0.55, 0.0, 0.36, 0.91, 2.61]","[55, 53, 75, 73, 77, 61, 27, 6, 53, 13, 57, 28, 67, 11, 41, 2, 12, 63, 70]"
131,Robert Lewandowski,"[0.73, 0.7, 4.15, 0.18, 0.18, 0.88, 2.75, 24.91, 74.5, 3.17, 1.69, 1.01, 6.75, 7.92, 0.62, 0.1, 0.6, 0.6, 1.69]","[97, 97, 97, 71, 86, 97, 73, 71, 76, 89, 64, 61, 94, 86, 47, 24, 43, 39, 42]"
132,Jamal Lowe,"[0.13, 0.09, 0.98, 0.13, 0.09, 0.18, 1.7, 18.01, 65.5, 1.31, 1.38, 0.79, 3.21, 5.17, 0.79, 0.46, 0.79, 0.52, 0.98]","[6, 1, 1, 64, 46, 1, 13, 27, 35, 27, 64, 62, 7, 44, 65, 94, 71, 27, 15]"
133,Anthony Lozano,"[0.06, 0.17, 1.87, 0.06, 0.05, 0.22, 2.12, 18.27, 67.6, 1.75, 1.19, 1.06, 2.93, 3.62, 0.37, 0.19, 0.75, 1.06, 3.74]","[1, 2, 11, 26, 7, 1, 36, 22, 44, 56, 42, 67, 1, 3, 18, 53, 69, 77, 85]"
134,José Luis Morales,"[0.52, 0.48, 3.05, 0.0, 0.12, 0.61, 2.16, 19.17, 70.2, 1.11, 2.97, 1.34, 5.87, 6.84, 0.52, 0.15, 0.89, 0.15, 0.59]","[82, 86, 76, 6, 56, 80, 38, 29, 59, 14, 92, 82, 77, 71, 38, 41, 80, 4, 12]"
135,Romelu Lukaku,"[0.49, 0.45, 2.93, 0.34, 0.23, 0.68, 4.1, 22.34, 69.0, 2.44, 2.1, 0.98, 5.85, 8.68, 0.29, 0.0, 0.2, 0.93, 2.29]","[80, 79, 71, 98, 94, 87, 94, 54, 53, 78, 79, 59, 76, 93, 9, 2, 2, 64, 64]"
136,Daniel Maldini,"[0.29, 0.17, 2.15, 0.0, 0.07, 0.24, 3.15, 26.8, 66.8, 1.43, 1.86, 3.3, 2.15, 4.87, 1.72, 0.14, 1.29, 1.15, 1.72]","[39, 2, 26, 6, 20, 2, 84, 82, 39, 29, 72, 99, 1, 22, 99, 39, 98, 85, 44]"
137,Sekou Mara,"[0.16, 0.16, 2.76, 0.32, 0.13, 0.29, 1.95, 17.35, 63.6, 1.14, 1.14, 2.11, 4.22, 4.38, 2.27, 0.16, 1.78, 0.81, 4.05]","[11, 1, 65, 98, 63, 7, 23, 16, 24, 15, 39, 94, 24, 11, 99, 46, 99, 54, 88]"
138,Omar Marmoush,"[0.3, 0.37, 2.93, 0.06, 0.07, 0.45, 2.62, 27.93, 65.3, 3.11, 2.2, 2.32, 5.55, 9.76, 0.98, 0.43, 1.28, 0.24, 2.62]","[41, 55, 71, 26, 22, 47, 65, 84, 31, 87, 82, 96, 69, 95, 81, 90, 98, 11, 70]"
139,Roger Martí,"[0.07, 0.21, 1.46, 0.07, 0.08, 0.29, 1.74, 20.1, 72.7, 0.83, 1.04, 0.56, 2.78, 5.84, 0.77, 0.21, 0.77, 0.97, 1.11]","[3, 8, 2, 32, 22, 6, 14, 38, 66, 5, 34, 23, 1, 47, 68, 59, 72, 71, 29]"
140,Roger Martí,"[0.07, 0.21, 1.46, 0.07, 0.08, 0.29, 1.74, 20.1, 72.7, 0.83, 1.04, 0.56, 2.78, 5.84, 0.77, 0.21, 0.77, 0.97, 1.11]","[3, 8, 2, 32, 22, 6, 14, 38, 66, 5, 34, 23, 1, 47, 68, 59, 72, 71, 29]"
141,Anthony Martial,"[0.48, 0.45, 2.25, 0.24, 0.17, 0.62, 2.57, 29.92, 79.6, 3.13, 1.68, 1.44, 4.65, 8.18, 0.4, 0.08, 0.88, 0.4, 0.88]","[78, 77, 32, 92, 81, 82, 63, 87, 92, 87, 64, 86, 43, 88, 23, 17, 79, 20, 20]"
142,Lautaro Martínez,"[0.58, 0.49, 3.83, 0.23, 0.18, 0.67, 3.25, 22.92, 73.0, 2.8, 1.51, 0.98, 5.57, 5.59, 1.03, 0.55, 1.08, 0.6, 1.41]","[90, 86, 94, 90, 85, 85, 88, 62, 68, 85, 56, 60, 70, 43, 85, 98, 94, 40, 31]"
143,Jean-Philippe Mateta,"[0.23, 0.4, 3.16, 0.0, 0.07, 0.47, 0.94, 17.42, 69.8, 0.7, 1.05, 0.35, 4.44, 5.03, 0.82, 0.35, 0.35, 2.1, 3.04]","[21, 62, 81, 6, 18, 52, 1, 16, 57, 2, 34, 8, 35, 26, 75, 84, 11, 99, 76]"
144,Neal Maupay,"[0.08, 0.39, 2.58, 0.0, 0.05, 0.43, 1.45, 20.37, 75.1, 0.89, 0.64, 0.56, 3.94, 4.91, 0.89, 0.4, 0.64, 0.0, 1.21]","[3, 59, 50, 6, 7, 44, 3, 39, 79, 5, 11, 25, 17, 24, 79, 88, 50, 2, 29]"
145,Eric Maxim Choupo-Moting,"[0.81, 0.46, 2.62, 0.12, 0.13, 0.59, 3.2, 22.81, 76.0, 3.14, 0.93, 1.45, 5.64, 6.28, 0.99, 0.06, 0.81, 0.41, 1.51]","[97, 82, 52, 48, 65, 79, 85, 58, 82, 88, 27, 86, 73, 55, 82, 8, 75, 21, 36]"
146,Borja Mayoral,"[0.26, 0.21, 1.63, 0.07, 0.09, 0.29, 1.89, 25.28, 75.1, 2.09, 1.89, 0.88, 3.85, 5.42, 0.29, 0.1, 0.59, 0.33, 1.17]","[30, 6, 5, 29, 31, 7, 19, 72, 79, 70, 73, 54, 15, 37, 10, 23, 39, 15, 29]"
147,Kylian Mbappé,"[0.83, 0.65, 4.38, 0.21, 0.22, 0.87, 4.44, 42.42, 79.9, 4.15, 5.45, 2.36, 9.65, 14.55, 0.26, 0.13, 0.13, 0.23, 0.23]","[98, 96, 98, 82, 93, 96, 96, 97, 93, 95, 99, 97, 99, 99, 7, 34, 1, 9, 3]"
148,Lionel Messi,"[0.52, 0.47, 3.97, 0.52, 0.41, 0.88, 6.23, 64.25, 80.9, 9.21, 3.63, 3.03, 4.7, 6.47, 0.78, 0.13, 0.37, 0.0, 0.05]","[82, 85, 96, 99, 99, 97, 99, 99, 95, 99, 97, 99, 44, 60, 69, 36, 13, 2, 1]"
149,Sven Michel,"[0.52, 0.17, 2.88, 0.13, 0.12, 0.29, 2.35, 31.26, 56.5, 2.22, 1.44, 0.52, 4.19, 8.63, 1.7, 0.26, 0.92, 0.65, 4.32]","[83, 2, 68, 59, 54, 6, 50, 91, 6, 72, 51, 20, 23, 92, 99, 76, 83, 42, 89]"
150,Arkadiusz Milik,"[0.37, 0.26, 2.23, 0.04, 0.12, 0.39, 1.94, 24.81, 75.5, 1.69, 0.7, 0.5, 3.88, 5.16, 0.7, 0.08, 0.5, 0.7, 1.78]","[55, 22, 31, 15, 60, 28, 22, 69, 80, 50, 14, 18, 15, 31, 62, 17, 27, 45, 46]"
151,Arkadiusz Milik,"[0.37, 0.26, 2.23, 0.04, 0.12, 0.39, 1.94, 24.81, 75.5, 1.69, 0.7, 0.5, 3.88, 5.16, 0.7, 0.08, 0.5, 0.7, 1.78]","[55, 22, 31, 15, 60, 28, 22, 69, 80, 50, 14, 18, 15, 31, 62, 17, 27, 45, 46]"
152,Rafa Mir,"[0.41, 0.46, 3.46, 0.0, 0.06, 0.52, 1.29, 18.23, 66.6, 0.76, 0.88, 0.0, 4.75, 3.99, 0.47, 0.35, 0.35, 0.94, 2.52]","[67, 82, 89, 6, 10, 63, 1, 21, 38, 4, 24, 1, 50, 6, 33, 85, 11, 66, 69]"
153,Aleksandar Mitrović,"[0.45, 0.39, 3.81, 0.04, 0.1, 0.49, 2.47, 22.23, 60.3, 1.97, 1.08, 1.03, 6.45, 4.35, 0.63, 0.13, 0.99, 0.9, 4.48]","[73, 59, 94, 16, 39, 54, 57, 53, 14, 67, 36, 64, 91, 9, 49, 37, 86, 61, 91]"
154,Anthony Modeste,"[0.16, 0.38, 2.11, 0.08, 0.09, 0.47, 1.09, 13.36, 58.5, 0.94, 0.31, 0.0, 3.2, 3.91, 0.47, 0.16, 0.94, 2.19, 3.05]","[10, 58, 24, 34, 26, 52, 1, 3, 10, 9, 3, 1, 3, 5, 32, 44, 84, 99, 76]"
155,Terem Moffi,"[0.56, 0.46, 2.55, 0.1, 0.11, 0.57, 2.52, 14.59, 77.3, 1.33, 1.79, 1.49, 4.51, 4.58, 0.66, 0.17, 0.46, 0.5, 1.06]","[89, 83, 48, 42, 52, 73, 60, 5, 87, 25, 68, 89, 37, 18, 54, 48, 23, 33, 27]"
156,Terem Moffi,"[0.56, 0.46, 2.55, 0.1, 0.11, 0.57, 2.52, 14.59, 77.3, 1.33, 1.79, 1.49, 4.51, 4.58, 0.66, 0.17, 0.46, 0.5, 1.06]","[89, 83, 48, 42, 52, 73, 60, 5, 87, 25, 68, 89, 37, 18, 54, 48, 23, 33, 27]"
157,Mostafa Mohamed,"[0.35, 0.32, 2.71, 0.11, 0.09, 0.41, 1.65, 16.15, 61.7, 1.02, 0.53, 0.84, 4.96, 5.03, 0.74, 0.42, 1.02, 1.65, 3.52]","[51, 44, 61, 44, 30, 37, 11, 12, 18, 11, 8, 49, 60, 26, 65, 90, 90, 98, 84]"
158,Kieffer Moore,"[0.28, 0.31, 1.62, 0.0, 0.02, 0.33, 1.27, 25.33, 58.9, 1.62, 0.7, 0.14, 3.45, 3.94, 0.99, 0.07, 0.84, 1.83, 4.79]","[37, 41, 5, 6, 1, 18, 1, 73, 11, 44, 14, 4, 7, 5, 81, 14, 77, 99, 92]"
159,Álvaro Morata,"[0.53, 0.53, 3.08, 0.08, 0.09, 0.61, 2.13, 19.73, 64.2, 0.9, 1.44, 0.82, 4.72, 4.88, 0.66, 0.0, 0.49, 1.07, 2.3]","[84, 89, 78, 34, 27, 81, 36, 33, 26, 7, 51, 47, 45, 22, 52, 2, 25, 79, 65]"
