,Name,Attribute Vector,Percentiles
160,Gerard Moreno,"[0.44, 0.53, 3.0, 0.22, 0.2, 0.72, 3.51, 35.34, 73.1, 4.98, 1.54, 2.12, 4.9, 7.9, 0.8, 0.37, 0.44, 0.73, 1.39]","[70, 89, 75, 87, 90, 89, 91, 95, 69, 96, 58, 94, 59, 86, 74, 85, 21, 48, 30]"
161,Dany Mota,"[0.24, 0.24, 1.32, 0.05, 0.1, 0.34, 2.68, 28.71, 69.7, 1.6, 3.11, 1.65, 4.42, 7.81, 0.38, 0.28, 0.24, 1.18, 1.55]","[21, 15, 2, 18, 38, 20, 67, 87, 57, 43, 94, 91, 33, 85, 19, 78, 3, 86, 36]"
162,Youssoufa Moukoko,"[0.46, 0.55, 2.86, 0.33, 0.14, 0.7, 2.41, 15.94, 72.2, 1.24, 0.91, 1.24, 4.69, 4.88, 0.98, 0.13, 0.59, 0.07, 0.39]","[74, 90, 68, 98, 68, 88, 55, 12, 65, 21, 27, 77, 44, 22, 81, 35, 39, 3, 3]"
163,Steve Mounié,"[0.27, 0.35, 3.15, 0.0, 0.04, 0.4, 2.01, 24.91, 55.2, 1.74, 1.25, 0.54, 5.17, 4.84, 0.71, 0.16, 0.98, 1.09, 8.21]","[33, 50, 81, 6, 5, 34, 28, 70, 4, 54, 48, 22, 65, 21, 63, 47, 85, 81, 98]"
164,Bevic Moussiti-Oko,"[0.13, 0.23, 2.58, 0.0, 0.1, 0.35, 2.32, 21.02, 55.2, 1.29, 1.29, 1.68, 4.77, 5.8, 0.39, 0.26, 0.64, 1.03, 6.83]","[8, 13, 50, 6, 40, 21, 48, 43, 4, 23, 48, 92, 53, 47, 21, 74, 52, 77, 97]"
165,Thomas Müller,"[0.35, 0.45, 2.48, 0.4, 0.31, 0.76, 4.38, 44.07, 75.6, 4.92, 1.73, 0.4, 6.02, 9.21, 1.11, 0.27, 1.2, 0.8, 2.04]","[53, 78, 45, 98, 98, 91, 95, 97, 80, 96, 67, 11, 84, 95, 89, 76, 96, 53, 53]"
166,Luis Muriel,"[0.17, 0.17, 2.77, 0.25, 0.29, 0.47, 5.62, 45.21, 65.7, 5.96, 4.45, 2.85, 5.87, 10.4, 0.75, 0.17, 0.75, 0.17, 0.92]","[12, 2, 65, 93, 98, 52, 98, 98, 32, 98, 98, 99, 77, 98, 67, 48, 70, 5, 22]"
167,Vedat Muriqi,"[0.34, 0.26, 2.18, 0.09, 0.06, 0.32, 1.47, 25.34, 57.1, 1.84, 0.86, 0.37, 3.43, 4.66, 0.37, 0.37, 0.58, 2.24, 6.07]","[46, 21, 27, 36, 15, 14, 3, 73, 6, 62, 23, 9, 6, 19, 18, 85, 39, 99, 95]"
168,Álvaro Negredo,"[0.12, 0.21, 2.62, 0.24, 0.29, 0.5, 2.5, 20.57, 61.3, 2.02, 0.48, 0.59, 3.45, 2.62, 0.59, 0.0, 0.48, 0.95, 3.69]","[5, 10, 52, 91, 98, 55, 59, 41, 15, 68, 6, 28, 7, 1, 44, 2, 24, 67, 85]"
169,Ilija Nestorovski,"[0.28, 0.23, 1.97, 0.14, 0.07, 0.3, 0.99, 22.99, 71.2, 2.68, 0.14, 0.42, 4.09, 4.09, 0.99, 0.28, 0.85, 1.41, 1.69]","[37, 12, 17, 61, 18, 8, 1, 62, 61, 81, 1, 14, 22, 8, 81, 77, 77, 92, 43]"
170,Jessic Ngankam,"[0.33, 0.36, 1.96, 0.0, 0.03, 0.4, 2.07, 12.31, 61.9, 0.76, 0.98, 1.09, 3.7, 4.58, 1.53, 0.11, 0.65, 0.44, 1.53]","[44, 53, 17, 6, 1, 35, 32, 1, 19, 5, 29, 70, 11, 18, 98, 26, 54, 23, 36]"
171,Ibrahima Niane,"[0.16, 0.27, 2.06, 0.0, 0.04, 0.31, 1.58, 18.38, 75.4, 1.9, 0.87, 0.63, 3.17, 4.52, 0.48, 0.08, 0.63, 0.71, 1.82]","[10, 24, 23, 6, 4, 12, 7, 26, 80, 65, 23, 30, 2, 14, 34, 17, 49, 47, 47]"
172,M'Baye Niang,"[0.18, 0.3, 2.19, 0.0, 0.04, 0.33, 1.34, 18.04, 63.3, 1.82, 1.03, 0.55, 4.13, 5.28, 0.79, 0.06, 1.34, 1.21, 4.13]","[12, 38, 29, 6, 2, 15, 1, 21, 23, 60, 32, 23, 22, 34, 72, 9, 99, 88, 88]"
173,Florian Niederlechner,"[0.27, 0.27, 2.61, 0.05, 0.04, 0.31, 1.76, 18.42, 61.6, 1.54, 0.53, 0.85, 3.78, 4.2, 1.01, 0.21, 1.22, 1.01, 2.5]","[32, 25, 52, 21, 3, 12, 15, 27, 17, 39, 9, 51, 12, 8, 85, 61, 97, 75, 68]"
174,Florian Niederlechner,"[0.27, 0.27, 2.61, 0.05, 0.04, 0.31, 1.76, 18.42, 61.6, 1.54, 0.53, 0.85, 3.78, 4.2, 1.01, 0.21, 1.22, 1.01, 2.5]","[32, 25, 52, 21, 3, 12, 15, 27, 17, 39, 9, 51, 12, 8, 85, 61, 97, 75, 68]"
175,Eddie Nketiah,"[0.34, 0.64, 3.53, 0.11, 0.09, 0.72, 2.18, 22.35, 79.7, 1.4, 2.97, 1.12, 7.0, 7.28, 0.78, 0.06, 0.73, 0.45, 0.9]","[45, 94, 90, 45, 33, 90, 39, 55, 92, 29, 92, 73, 95, 78, 70, 7, 63, 26, 21]"
176,Christopher Nkunku,"[0.59, 0.47, 3.11, 0.18, 0.25, 0.72, 4.28, 31.22, 83.0, 3.44, 2.12, 1.68, 5.93, 8.31, 0.44, 0.44, 0.33, 0.51, 0.73]","[91, 85, 79, 73, 97, 89, 94, 91, 97, 93, 80, 92, 79, 89, 29, 93, 9, 34, 15]"
177,Lukas Nmecha,"[0.4, 0.3, 2.2, 0.0, 0.05, 0.35, 2.7, 20.12, 66.2, 1.8, 1.5, 1.0, 3.4, 7.01, 0.5, 0.3, 0.5, 0.4, 1.7]","[63, 39, 29, 6, 8, 21, 68, 38, 34, 58, 55, 60, 5, 74, 36, 83, 29, 20, 44]"
178,Randy Ntekja,"[0.0, 0.17, 1.92, 0.0, 0.1, 0.27, 2.14, 25.23, 70.8, 2.03, 1.71, 1.39, 4.06, 5.34, 2.03, 0.64, 1.82, 1.28, 2.14]","[1, 2, 15, 6, 37, 4, 38, 71, 61, 68, 65, 84, 20, 35, 99, 98, 99, 90, 58]"
179,Randy Ntekja,"[0.0, 0.17, 1.92, 0.0, 0.1, 0.27, 2.14, 25.23, 70.8, 2.03, 1.71, 1.39, 4.06, 5.34, 2.03, 0.64, 1.82, 1.28, 2.14]","[1, 2, 15, 6, 37, 4, 38, 71, 61, 68, 65, 84, 20, 35, 99, 98, 99, 90, 58]"
180,Darwin Núñez,"[0.56, 0.74, 4.56, 0.17, 0.23, 0.97, 2.54, 21.45, 64.1, 1.46, 3.18, 0.9, 8.12, 9.93, 0.6, 0.17, 0.64, 0.6, 1.72]","[88, 99, 99, 68, 94, 99, 61, 48, 24, 31, 94, 55, 98, 97, 45, 50, 52, 39, 44]"
181,M'Bala Nzola,"[0.34, 0.29, 2.04, 0.07, 0.08, 0.38, 2.27, 20.12, 79.4, 1.7, 1.7, 1.02, 4.85, 7.29, 0.41, 0.24, 0.68, 0.71, 1.42]","[49, 36, 21, 30, 25, 25, 45, 38, 91, 51, 65, 63, 55, 79, 24, 68, 57, 46, 32]"
182,David Okereke,"[0.24, 0.21, 2.38, 0.0, 0.04, 0.25, 2.9, 20.02, 70.0, 2.78, 2.22, 1.55, 3.61, 5.72, 0.48, 0.4, 0.91, 0.48, 1.95]","[24, 7, 38, 6, 6, 3, 78, 36, 58, 85, 83, 90, 11, 47, 34, 88, 81, 30, 51]"
183,Ado Onaiwu,"[0.17, 0.13, 1.58, 0.08, 0.09, 0.22, 1.66, 28.03, 74.8, 2.5, 0.92, 0.5, 2.91, 7.15, 0.92, 0.17, 0.42, 0.42, 3.08]","[11, 1, 2, 35, 35, 2, 11, 84, 78, 79, 27, 19, 1, 77, 80, 48, 19, 22, 77]"
184,Karim Onisiwo,"[0.35, 0.29, 2.41, 0.07, 0.12, 0.41, 3.01, 21.55, 56.4, 1.7, 2.55, 1.31, 5.57, 7.8, 0.67, 0.07, 0.67, 0.25, 1.99]","[53, 36, 41, 32, 56, 39, 82, 49, 5, 52, 87, 82, 70, 84, 55, 14, 56, 12, 52]"
185,Loïs Openda,"[0.72, 0.63, 3.68, 0.14, 0.15, 0.78, 2.4, 15.84, 67.0, 1.5, 2.18, 0.68, 5.94, 7.37, 0.39, 0.07, 0.32, 0.21, 0.46]","[95, 94, 93, 61, 73, 92, 53, 10, 41, 35, 82, 36, 80, 79, 22, 15, 7, 7, 5]"
186,Divock Origi,"[0.15, 0.21, 2.67, 0.08, 0.11, 0.32, 2.13, 18.29, 67.1, 1.68, 2.21, 1.3, 4.34, 6.71, 0.76, 0.0, 0.61, 1.22, 1.52]","[10, 9, 59, 33, 43, 12, 37, 23, 42, 49, 83, 81, 30, 67, 68, 2, 45, 88, 36]"
187,Mislav Oršić,"[0.36, 0.2, 2.35, 0.0, 0.05, 0.25, 1.81, 31.69, 70.3, 2.72, 2.35, 0.36, 1.81, 7.79, 1.09, 0.36, 0.18, 0.0, 0.0]","[54, 5, 37, 6, 8, 4, 15, 91, 59, 82, 84, 8, 1, 83, 89, 85, 2, 2, 1]"
188,Victor Osimhen,"[0.87, 0.7, 4.43, 0.12, 0.1, 0.8, 2.74, 13.59, 68.7, 1.05, 1.6, 0.9, 7.77, 6.66, 0.45, 0.21, 0.18, 1.08, 2.44]","[99, 97, 99, 51, 39, 94, 71, 3, 52, 14, 61, 55, 97, 66, 31, 60, 1, 80, 67]"
189,Mikel Oyarzabal,"[0.14, 0.2, 1.24, 0.07, 0.16, 0.36, 2.34, 28.81, 72.6, 2.13, 1.99, 0.55, 4.13, 9.08, 0.96, 0.21, 1.03, 0.34, 1.03]","[8, 5, 1, 32, 78, 23, 50, 87, 66, 72, 75, 23, 22, 95, 80, 58, 90, 16, 26]"
190,Gonçalo Paciência,"[0.27, 0.26, 4.08, 0.0, 0.08, 0.34, 2.45, 22.84, 58.3, 1.5, 0.95, 0.82, 6.8, 5.85, 1.09, 0.0, 1.22, 0.54, 3.94]","[33, 19, 96, 6, 23, 19, 56, 59, 9, 34, 29, 46, 94, 47, 89, 2, 97, 36, 87]"
191,Paulinho,"[0.48, 0.68, 3.34, 0.08, 0.1, 0.78, 2.07, 25.15, 77.5, 2.07, 2.31, 1.27, 5.57, 7.24, 1.11, 0.32, 0.72, 0.24, 0.8]","[78, 97, 83, 41, 48, 97, 34, 78, 92, 66, 94, 88, 84, 88, 90, 78, 64, 9, 11]"
192,Jordan Pefok,"[0.2, 0.2, 2.1, 0.2, 0.13, 0.33, 2.0, 18.32, 55.0, 1.59, 0.26, 0.56, 4.5, 3.43, 0.87, 0.2, 1.07, 0.97, 6.24]","[17, 5, 24, 79, 61, 15, 27, 24, 3, 42, 3, 24, 36, 2, 78, 56, 92, 71, 96]"
193,Pietro Pellegri,"[0.39, 0.29, 1.94, 0.0, 0.1, 0.39, 1.55, 15.48, 76.3, 1.55, 0.77, 0.58, 3.87, 9.68, 1.16, 0.0, 0.97, 0.77, 2.13]","[60, 35, 16, 6, 37, 28, 6, 6, 84, 39, 18, 27, 15, 95, 92, 2, 85, 52, 58]"
194,Ricardo Pepi,"[0.4, 0.23, 2.09, 0.11, 0.1, 0.34, 2.02, 19.81, 76.1, 1.1, 0.95, 0.92, 4.7, 4.7, 1.17, 0.59, 0.88, 1.36, 2.24]","[63, 12, 19, 57, 53, 18, 31, 42, 86, 16, 39, 70, 61, 27, 91, 99, 81, 88, 56]"
195,Lucas Pérez,"[0.43, 0.29, 2.44, 0.0, 0.09, 0.36, 2.29, 33.82, 71.6, 2.01, 1.15, 0.57, 2.29, 3.44, 0.43, 0.14, 0.29, 0.43, 0.29]","[70, 35, 42, 6, 26, 23, 47, 94, 63, 68, 40, 26, 1, 2, 27, 39, 5, 23, 3]"
196,Andrea Petagna,"[0.16, 0.27, 1.89, 0.27, 0.24, 0.5, 2.22, 23.49, 72.8, 1.84, 1.24, 1.08, 4.76, 7.14, 0.38, 0.16, 0.87, 0.97, 2.11]","[11, 23, 12, 94, 95, 55, 42, 64, 67, 63, 45, 70, 52, 76, 20, 46, 79, 72, 58]"
197,Nils Petersen,"[0.14, 0.29, 2.28, 0.0, 0.01, 0.3, 1.71, 21.97, 59.7, 1.71, 0.43, 0.29, 4.14, 4.85, 1.57, 0.57, 1.71, 2.14, 3.0]","[9, 32, 32, 6, 1, 9, 14, 50, 13, 53, 5, 7, 23, 22, 99, 98, 99, 99, 76]"
198,Luca Pfeiffer,"[0.0, 0.21, 1.54, 0.0, 0.13, 0.33, 3.08, 25.81, 64.2, 2.82, 1.16, 0.26, 3.72, 4.88, 0.13, 0.13, 0.51, 0.64, 3.85]","[1, 5, 2, 6, 62, 18, 83, 77, 26, 86, 41, 6, 12, 22, 2, 33, 30, 42, 87]"
199,Maximilian Philipp,"[0.16, 0.32, 1.94, 0.0, 0.03, 0.35, 2.26, 29.03, 75.6, 1.13, 0.97, 0.81, 3.06, 4.84, 1.29, 0.48, 1.29, 0.65, 1.29]","[10, 44, 16, 6, 1, 22, 44, 87, 80, 15, 29, 45, 2, 21, 93, 96, 98, 42, 30]"
200,Maximilian Philipp,"[0.16, 0.32, 1.94, 0.0, 0.03, 0.35, 2.26, 29.03, 75.6, 1.13, 0.97, 0.81, 3.06, 4.84, 1.29, 0.48, 1.29, 0.65, 1.29]","[10, 44, 16, 6, 1, 22, 44, 87, 80, 15, 29, 45, 2, 21, 93, 96, 98, 42, 30]"
201,Krzysztof Piątek,"[0.13, 0.32, 2.4, 0.21, 0.09, 0.41, 2.23, 23.47, 67.9, 1.39, 1.14, 0.42, 3.53, 5.09, 0.76, 0.08, 0.72, 1.64, 3.79]","[6, 43, 40, 83, 32, 36, 43, 63, 45, 28, 39, 13, 9, 29, 67, 18, 61, 97, 87]"
202,Roberto Piccoli,"[0.25, 0.22, 2.03, 0.0, 0.08, 0.28, 1.27, 15.51, 61.5, 0.51, 1.27, 1.14, 3.69, 4.19, 0.25, 0.13, 0.76, 1.4, 2.67]","[29, 11, 20, 6, 22, 6, 1, 7, 16, 1, 48, 74, 11, 8, 7, 33, 72, 92, 70]"
203,Roberto Piccoli,"[0.25, 0.22, 2.03, 0.0, 0.08, 0.28, 1.27, 15.51, 61.5, 0.51, 1.27, 1.14, 3.69, 4.19, 0.25, 0.13, 0.76, 1.4, 2.67]","[29, 11, 20, 6, 22, 6, 1, 7, 16, 1, 48, 74, 11, 8, 7, 33, 72, 92, 70]"
204,Andrea Pinamonti,"[0.17, 0.26, 2.75, 0.0, 0.06, 0.32, 2.21, 20.66, 65.3, 1.21, 0.71, 0.42, 5.0, 6.91, 0.42, 0.08, 0.79, 0.46, 1.5]","[12, 21, 64, 6, 13, 14, 42, 42, 31, 19, 15, 12, 61, 73, 26, 18, 73, 29, 35]"
205,Sebastian Polter,"[0.29, 0.29, 1.71, 0.43, 0.14, 0.43, 2.29, 22.86, 52.5, 1.57, 0.57, 0.29, 6.14, 4.57, 0.57, 0.14, 0.57, 0.86, 5.57]","[39, 32, 7, 98, 68, 44, 47, 60, 2, 41, 9, 7, 85, 17, 44, 38, 37, 56, 94]"
206,Ezequiel Ponce,"[0.32, 0.29, 2.33, 0.0, 0.05, 0.34, 1.93, 23.26, 74.5, 1.52, 0.8, 0.4, 3.77, 4.01, 0.72, 0.08, 0.48, 1.04, 2.81]","[43, 35, 35, 6, 7, 18, 22, 62, 76, 36, 21, 11, 12, 7, 64, 17, 24, 77, 74]"
207,Yussuf Poulsen,"[0.37, 0.24, 2.42, 0.19, 0.34, 0.58, 2.42, 26.09, 53.6, 1.49, 1.86, 1.12, 5.22, 7.64, 1.3, 0.0, 1.12, 1.12, 5.4]","[56, 16, 42, 75, 98, 74, 55, 79, 3, 33, 72, 72, 65, 83, 93, 2, 94, 84, 93]"
208,Fabio Quagliarella,"[0.11, 0.32, 4.05, 0.11, 0.08, 0.39, 2.59, 27.56, 64.9, 2.81, 0.56, 0.45, 5.18, 8.1, 0.23, 0.0, 0.56, 1.01, 1.01]","[5, 42, 96, 46, 23, 32, 64, 84, 29, 86, 9, 14, 65, 88, 5, 2, 35, 75, 26]"
209,Largie Ramazani,"[0.19, 0.22, 2.57, 0.06, 0.11, 0.33, 2.69, 18.67, 67.0, 1.92, 3.78, 2.05, 3.27, 6.03, 0.96, 0.96, 0.71, 0.64, 0.32]","[16, 11, 50, 28, 44, 14, 68, 29, 41, 65, 97, 94, 4, 50, 80, 99, 58, 42, 3]"
210,Chris Ramos,"[0.13, 0.38, 3.93, 0.0, 0.03, 0.41, 1.52, 18.89, 53.0, 0.76, 1.14, 1.01, 7.1, 4.44, 1.52, 0.13, 1.01, 2.41, 8.24]","[6, 56, 95, 6, 1, 35, 5, 29, 2, 3, 40, 62, 95, 14, 98, 32, 89, 99, 98]"
211,Giacomo Raspadori,"[0.45, 0.34, 3.81, 0.37, 0.14, 0.47, 4.1, 42.69, 77.1, 3.36, 1.34, 0.6, 5.3, 8.21, 1.04, 0.45, 0.75, 0.37, 0.3]","[72, 47, 93, 98, 68, 52, 94, 97, 86, 92, 50, 28, 67, 88, 87, 93, 68, 19, 3]"
212,Giacomo Raspadori,"[0.45, 0.34, 3.81, 0.37, 0.14, 0.47, 4.1, 42.69, 77.1, 3.36, 1.34, 0.6, 5.3, 8.21, 1.04, 0.45, 0.75, 0.37, 0.3]","[72, 47, 93, 98, 68, 52, 94, 97, 86, 92, 50, 28, 67, 88, 87, 93, 68, 19, 3]"
213,Renaud Ripart,"[0.27, 0.24, 2.66, 0.07, 0.13, 0.37, 2.73, 31.91, 67.7, 3.2, 1.91, 0.75, 3.75, 7.09, 2.73, 0.48, 1.98, 0.34, 3.82]","[35, 15, 59, 31, 63, 25, 69, 91, 44, 89, 74, 41, 12, 76, 99, 95, 99, 16, 87]"
214,Rodrigo,"[0.56, 0.34, 3.07, 0.05, 0.08, 0.42, 2.09, 25.58, 70.7, 2.05, 1.86, 0.56, 5.12, 6.65, 1.12, 0.28, 0.74, 0.98, 1.58]","[88, 48, 77, 18, 24, 42, 33, 76, 60, 70, 71, 24, 64, 64, 89, 77, 67, 73, 38]"
215,Cristiano Ronaldo,"[0.17, 0.5, 4.69, 0.17, 0.19, 0.68, 2.22, 29.0, 79.4, 2.99, 1.45, 0.51, 6.23, 7.51, 0.26, 0.09, 0.09, 0.85, 2.13]","[12, 88, 99, 68, 88, 86, 42, 87, 91, 87, 53, 20, 86, 82, 7, 19, 1, 56, 58]"
216,Georginio Rutter,"[0.14, 0.24, 2.18, 0.21, 0.18, 0.42, 3.02, 15.44, 57.3, 2.18, 2.6, 3.02, 6.11, 6.74, 1.19, 0.56, 1.05, 0.63, 1.4]","[8, 15, 28, 83, 86, 41, 83, 6, 7, 72, 87, 99, 85, 67, 92, 98, 92, 41, 30]"
217,Georginio Rutter,"[0.14, 0.24, 2.18, 0.21, 0.18, 0.42, 3.02, 15.44, 57.3, 2.18, 2.6, 3.02, 6.11, 6.74, 1.19, 0.56, 1.05, 0.63, 1.4]","[8, 15, 28, 83, 86, 41, 83, 6, 7, 72, 87, 99, 85, 67, 92, 98, 92, 41, 30]"
218,Wesley Saïd,"[0.7, 0.46, 3.77, 0.0, 0.13, 0.59, 3.21, 27.25, 79.5, 3.63, 2.66, 2.38, 5.73, 9.36, 0.56, 0.14, 0.56, 0.28, 0.7]","[95, 82, 93, 6, 60, 77, 86, 83, 92, 93, 87, 98, 74, 95, 42, 38, 34, 13, 14]"
219,Amine Salama,"[0.22, 0.22, 1.8, 0.07, 0.11, 0.32, 1.95, 23.13, 73.5, 1.51, 2.52, 1.59, 3.46, 6.77, 0.79, 0.72, 0.58, 0.14, 0.58]","[19, 11, 9, 32, 44, 13, 23, 62, 71, 36, 86, 91, 8, 67, 73, 99, 38, 4, 11]"
220,Mama Samba Baldé,"[0.34, 0.31, 2.47, 0.1, 0.07, 0.38, 2.16, 19.72, 66.6, 1.89, 1.72, 1.89, 4.22, 6.05, 1.55, 0.34, 1.01, 0.44, 1.45]","[47, 40, 43, 43, 18, 26, 39, 32, 38, 64, 67, 94, 25, 51, 99, 84, 88, 24, 33]"
221,Antonio Sanabria,"[0.41, 0.31, 2.48, 0.15, 0.11, 0.43, 1.85, 25.56, 75.8, 1.7, 0.63, 0.85, 4.33, 5.14, 0.41, 0.15, 0.33, 0.26, 3.18]","[66, 42, 45, 64, 49, 43, 18, 75, 82, 52, 10, 50, 29, 30, 24, 41, 9, 12, 80]"
222,Alexis Sánchez,"[0.41, 0.38, 2.3, 0.12, 0.19, 0.57, 3.75, 31.01, 73.9, 3.95, 1.25, 1.28, 4.74, 7.76, 0.99, 0.15, 0.49, 0.17, 1.05]","[65, 57, 33, 48, 88, 73, 91, 90, 72, 94, 46, 79, 48, 83, 82, 39, 26, 5, 27]"
223,Nicola Sansone,"[0.49, 0.34, 2.68, 0.24, 0.12, 0.45, 3.77, 26.51, 73.9, 1.58, 2.07, 0.49, 3.53, 8.76, 1.46, 0.0, 0.0, 0.49, 0.0]","[80, 48, 59, 92, 56, 48, 92, 80, 72, 41, 78, 17, 8, 93, 97, 2, 1, 32, 1]"
224,Amin Sarr,"[0.17, 0.2, 1.01, 0.17, 0.07, 0.27, 1.51, 23.8, 73.2, 1.51, 2.01, 0.67, 3.35, 7.88, 1.51, 0.0, 0.34, 0.67, 1.68]","[12, 5, 1, 67, 17, 4, 5, 66, 69, 36, 75, 35, 4, 85, 98, 2, 10, 43, 42]"
225,Martin Satriano,"[0.11, 0.21, 2.01, 0.05, 0.06, 0.27, 1.69, 20.27, 64.8, 1.16, 1.53, 1.0, 4.06, 6.7, 0.69, 0.16, 0.26, 1.16, 2.27]","[4, 6, 18, 21, 14, 4, 13, 39, 29, 17, 58, 61, 21, 67, 59, 44, 4, 85, 63]"
226,Gianluca Scamacca,"[0.29, 0.24, 2.92, 0.0, 0.07, 0.3, 2.33, 17.2, 66.7, 1.65, 1.26, 0.58, 3.69, 4.67, 0.97, 0.39, 0.29, 0.49, 1.65]","[41, 17, 71, 6, 17, 10, 50, 16, 39, 47, 48, 28, 11, 20, 80, 87, 5, 32, 41]"
227,Patrik Schick,"[0.19, 0.41, 3.18, 0.06, 0.04, 0.46, 2.37, 22.89, 72.5, 1.31, 0.94, 0.75, 4.55, 6.36, 0.12, 0.12, 0.44, 0.62, 2.81]","[15, 65, 82, 26, 6, 52, 51, 61, 66, 24, 28, 40, 39, 58, 1, 32, 21, 41, 73]"
228,Haris Seferović,"[0.3, 0.18, 1.32, 0.1, 0.05, 0.23, 1.72, 22.12, 61.5, 1.72, 1.22, 0.81, 3.04, 4.46, 0.61, 0.1, 0.71, 0.61, 1.93]","[41, 3, 2, 44, 8, 2, 14, 52, 16, 53, 44, 45, 2, 14, 46, 23, 59, 41, 50]"
229,Davie Selke,"[0.39, 0.3, 2.58, 0.08, 0.13, 0.44, 2.35, 21.89, 56.8, 1.64, 0.78, 0.39, 5.08, 4.85, 0.16, 0.08, 0.55, 1.25, 6.8]","[61, 38, 50, 34, 65, 44, 50, 50, 6, 45, 19, 11, 64, 22, 2, 17, 33, 88, 97]"
230,Davie Selke,"[0.39, 0.3, 2.58, 0.08, 0.13, 0.44, 2.35, 21.89, 56.8, 1.64, 0.78, 0.39, 5.08, 4.85, 0.16, 0.08, 0.55, 1.25, 6.8]","[61, 38, 50, 34, 65, 44, 50, 50, 6, 45, 19, 11, 64, 22, 2, 17, 33, 88, 97]"
231,Antoine Semenyo,"[0.43, 0.36, 2.74, 0.14, 0.14, 0.5, 1.87, 22.41, 65.6, 1.87, 2.23, 1.59, 6.27, 7.78, 0.58, 0.36, 1.3, 0.22, 3.24]","[69, 54, 55, 69, 80, 66, 22, 64, 35, 55, 92, 92, 90, 94, 41, 86, 99, 8, 75]"
232,Eldor Shomurodov,"[0.19, 0.35, 2.52, 0.09, 0.13, 0.48, 2.05, 23.13, 69.8, 1.87, 1.03, 0.93, 4.66, 6.72, 0.65, 0.37, 0.56, 0.37, 2.05]","[14, 49, 47, 38, 63, 53, 31, 62, 57, 63, 31, 58, 44, 67, 52, 86, 35, 19, 54]"
233,Eldor Shomurodov,"[0.19, 0.35, 2.52, 0.09, 0.13, 0.48, 2.05, 23.13, 69.8, 1.87, 1.03, 0.93, 4.66, 6.72, 0.65, 0.37, 0.56, 0.37, 2.05]","[14, 49, 47, 38, 63, 53, 31, 62, 57, 63, 31, 58, 44, 67, 52, 86, 35, 19, 54]"
234,André Silva,"[0.28, 0.45, 2.97, 0.24, 0.14, 0.59, 3.13, 25.64, 74.5, 2.26, 1.82, 1.07, 5.87, 7.45, 0.71, 0.16, 0.71, 0.16, 0.95]","[36, 76, 74, 91, 66, 76, 83, 77, 76, 73, 69, 69, 77, 81, 64, 45, 60, 4, 22]"
235,Abdallah Sima,"[0.25, 0.24, 1.91, 0.05, 0.11, 0.34, 1.67, 18.33, 73.3, 1.03, 1.86, 1.03, 3.82, 6.86, 1.08, 0.2, 0.39, 0.93, 2.11]","[25, 14, 14, 20, 44, 19, 12, 26, 70, 12, 72, 64, 14, 71, 88, 55, 17, 65, 57]"
236,Giovanni Simeone,"[1.08, 0.57, 3.9, 0.13, 0.23, 0.79, 2.69, 23.27, 71.7, 1.61, 1.75, 1.08, 7.26, 8.07, 2.02, 0.13, 0.67, 0.81, 1.35]","[99, 92, 95, 59, 93, 93, 68, 62, 64, 44, 67, 69, 97, 88, 99, 37, 56, 53, 30]"
237,Ellis Simms,"[0.56, 0.39, 2.56, 0.16, 0.17, 0.56, 2.0, 20.36, 64.3, 1.36, 1.92, 0.48, 4.63, 5.83, 0.32, 0.16, 0.56, 0.88, 3.75]","[86, 66, 46, 72, 87, 79, 30, 45, 28, 29, 87, 29, 57, 61, 12, 39, 41, 59, 80]"
238,Islam Slimani,"[0.09, 0.16, 1.28, 0.09, 0.11, 0.26, 2.1, 33.5, 71.1, 2.37, 1.0, 0.37, 4.11, 5.57, 0.46, 0.09, 0.18, 1.0, 2.01]","[4, 1, 1, 36, 46, 4, 34, 92, 61, 74, 29, 8, 22, 42, 32, 21, 2, 74, 53]"
239,Dominic Solanke,"[0.19, 0.29, 2.39, 0.22, 0.12, 0.41, 1.92, 16.77, 68.1, 1.48, 2.2, 1.42, 5.0, 5.26, 0.47, 0.19, 0.82, 1.45, 1.64]","[15, 34, 39, 88, 58, 38, 21, 14, 46, 33, 82, 85, 61, 33, 33, 54, 76, 93, 41]"
240,Moussa Soumano,"[0.18, 0.09, 1.09, 0.0, 0.05, 0.15, 1.82, 12.18, 64.2, 0.18, 0.91, 0.91, 1.82, 3.45, 0.36, 0.0, 0.36, 0.0, 1.45]","[12, 1, 1, 6, 8, 1, 15, 1, 26, 1, 27, 56, 1, 3, 17, 2, 12, 2, 33]"
241,Dyego Sousa,"[0.0, 0.2, 2.22, 0.17, 0.17, 0.38, 2.39, 27.32, 66.9, 2.73, 1.71, 0.85, 5.98, 6.66, 1.71, 0.17, 0.68, 2.39, 4.61]","[1, 5, 29, 68, 81, 25, 53, 83, 39, 82, 65, 51, 82, 66, 99, 50, 57, 99, 91]"
242,Jørgen Strand Larsen,"[0.21, 0.3, 2.16, 0.21, 0.11, 0.4, 1.53, 17.89, 68.4, 0.74, 0.9, 0.74, 4.43, 3.85, 0.79, 0.16, 0.74, 1.27, 2.22]","[18, 37, 26, 84, 41, 35, 6, 19, 48, 3, 27, 39, 35, 5, 73, 44, 66, 88, 60]"
